THE INSTRUMENT SUITE — record-level backfill over the banked corpus (20260907; descriptive; 647 rows; 27s)
kind | campaign | arm | suffix | eval | set | t | k | cell | ema | n | cold | g50 (width) [in 17-35] | P(cold|r0) | yield | fe med/p90 (step1) | viol on fail | valid-wrong | rho | b1 | r_i median | k50/k90 | rescue 1/any | AUC | spurious | t1r@k / verified@k | majority@k
scan | sportC2 | R4 |  |  | scan20k | 64 | 128 | rg | True | 20000 | 37.17 | 27.0 (14.6) [yes] | 87.5 | 28.6 | 12/30 (0.0) | 9.3 | 0.005 | 56.1 | 37.3 | 0.906 | 0/18 | 6.0/30.2 | 0.996 | 0.0 | 55.5 / 56.1 | -
scan | sportC2 | W0 |  |  | scan20k | 64 | 128 | rg | False | 20000 | 35.13 | 27.0 (11.8) [yes] | 82.6 | 27.1 | 11/31 (0.0) | 13.9 | 0.065 | 56.9 | 34.3 | 0.766 | 0/26 | 5.5/33.5 | 0.997 | 0.1 | 56.4 / 56.9 | -
scan | sportC2 | X1 |  |  | scan20k | 64 | 128 | trm | True | 20000 | 24.57 | 29.0 (14.0) [yes] | 67.5 | 17.3 | 2/20 (17.2) | 10.2 | 6.360 | 69.5 | 26.6 | 0.148 | 3/68 | 8.2/59.6 | 0.979 | 1.5 | 62.8 / 69.5 | -
scan | sportC2 | X2 |  |  | scan20k | 64 | 128 | trm | True | 20000 | 43.53 | 26.1 (13.8) [yes] | 97.8 | 34.3 | 3/17 (6.0) | 29.8 | 0.010 | 43.6 | 0.0 | 0.000 | 0/0 | 0.0/0.1 | 0.732 | 22.4 | 0.0 / 43.6 | -
screen | finalA | A0 | vb |  | strat512 | 16 | 256 | trm | True | 512 | 87.50 | 16.6 (19.0) [no] | 100.0 | 85.3 | 1/6 (25.4) | 33.9 | 0.000 | 100.0 | 54.1 | 0.580 | 0/1 | 20.3/100.0 | 0.560 | 45.7 | 39.6 / 100.0 | 84.8
screen | finalA | A1 | vb |  | strat512 | 16 | 256 | trm | True | 512 | 87.50 | 15.8 (20.7) [no] | 100.0 | 85.3 | 1/7 (29.0) | 33.5 | 0.000 | 99.6 | 48.2 | 0.523 | 0/1 | 32.8/96.9 | 0.419 | 64.1 | 17.8 / 99.6 | 74.6
screen | finalA | A2 | vb |  | strat512 | 16 | 256 | trm | True | 512 | 85.94 | 15.9 (22.1) [no] | 100.0 | 83.5 | 1/5 (14.8) | 32.4 | 0.000 | 98.2 | 87.7 | 1.000 | 0/1 | 30.6/87.5 | 0.989 | 0.0 | 98.2 / 98.2 | 89.1
screen | finalA | A3 | vb |  | strat512 | 16 | 256 | dec | True | 512 | 89.45 | 14.0 (22.6) [no] | 100.0 | 87.6 | 1/4 (43.0) | 31.7 | 0.000 | 100.0 | 91.6 | 0.992 | 0/1 | 53.7/100.0 | 0.962 | 3.1 | 81.4 / 100.0 | 93.6
screen | finalA | A4 | vb |  | strat512 | 16 | 256 | dec | True | 512 | 92.97 | 12.7 (20.8) [no] | 100.0 | 91.7 | 1/5 (21.2) | 34.2 | 0.000 | 100.0 | 92.2 | 1.000 | 0/0 | 33.3/100.0 | 0.973 | 2.1 | 93.4 / 100.0 | 95.3
screen | finalA | A5 | vb |  | strat512 | 16 | 256 | dec | True | 512 | 93.95 | 11.4 (21.6) [no] | 100.0 | 92.9 | 1/4 (40.3) | 34.3 | 0.000 | 99.8 | 95.1 | 1.000 | 0/0 | 41.9/96.8 | 0.992 | 0.0 | 99.4 / 99.8 | 95.5
screen | finalA | A7 | vb |  | strat512 | 16 | 256 | dec | True | 512 | 94.34 | 12.9 (18.8) [no] | 100.0 | 93.3 | 1/4 (34.2) | 31.8 | 0.000 | 100.0 | 92.0 | 0.961 | 0/0 | 37.9/100.0 | 0.530 | 46.9 | 3.1 / 100.0 | 96.7
screen | finalA | A8 | vb |  | strat512 | 16 | 256 | dec | True | 512 | 94.73 | 9.1 (24.2) [no] | 100.0 | 93.8 | 1/5 (40.2) | 31.4 | 0.000 | 100.0 | 93.9 | 1.000 | 0/0 | 37.0/100.0 | 0.993 | 0.1 | 99.6 / 100.0 | 95.7
screen | sportB | B1 | mid |  | strat512 | 64 | 256 | rg | None | 512 | 22.46 | 30.9 (19.4) [yes] | 92.1 | 10.3 | 11/18 (0.0) | 34.4 | 0.000 | 59.6 | - | - | 25/179 | -/47.9 | - | - | - / 59.6 | -
screen | sportB | B1 | vb |  | strat512 | 64 | 255 | rg | None | 512 | 24.61 | 28.7 (12.7) [yes] | 73.7 | 16.1 | 9/19 (0.0) | 4.9 | 0.000 | 72.5 | - | - | 22/182 | -/63.5 | - | - | - / - | -
screen | sportB | B2 | mid |  | strat512 | 64 | 250 | rg | None | 512 | 22.85 | 30.1 (16.7) [yes] | 93.4 | 10.6 | 10/23 (0.0) | 39.9 | 0.000 | 70.7 | - | - | 26/183 | -/62.0 | - | - | - / - | -
screen | sportB | B2 | vb |  | strat512 | 64 | 253 | rg | None | 512 | 25.78 | 28.5 (12.3) [yes] | 86.8 | 15.1 | 9/20 (0.0) | 29.3 | 0.000 | 77.3 | - | - | 9/141 | -/69.5 | - | - | - / - | -
screen | sportB | B3 | mid |  | strat512 | 64 | 248 | rg | None | 512 | 15.62 | 31.0 (14.0) [yes] | 71.1 | 6.0 | 10/21 (0.0) | 33.5 | 0.000 | 71.3 | - | - | 27/181 | -/66.0 | - | - | - / - | -
screen | sportB | B3 | vb |  | strat512 | 64 | 249 | rg | None | 512 | 20.51 | 31.4 (19.3) [yes] | 88.2 | 8.7 | 10/19 (0.0) | 33.6 | 0.000 | 27.0 | - | - | 0/14 | -/8.1 | - | - | - / - | -
screen | sportB | B4 | vb |  | strat512 | 64 | 255 | rg | None | 512 | 12.89 | 30.2 (10.2) [yes] | 57.9 | 5.0 | 18/29 (0.0) | 19.3 | 0.000 | 55.9 | - | - | 9/130 | -/49.3 | - | - | - / - | -
screen | sportB | B4s1 | mid |  | strat512 | 64 | 243 | rg | None | 512 | 3.91 | 33.4 (10.1) [yes] | 18.4 | 1.4 | 11/32 (0.0) | 28.6 | 0.000 | 37.7 | - | - | 11/120 | -/35.2 | - | - | - / - | -
screen | sportB | B4s1 | vb |  | strat512 | 64 | 253 | rg | None | 512 | 11.13 | 32.6 (14.7) [yes] | 44.7 | 5.3 | 8/33 (0.0) | 28.8 | 0.000 | 62.9 | - | - | 12/133 | -/58.2 | - | - | - / - | -
screen | sportB | B5 | mid |  | strat512 | 64 | 241 | rg | None | 512 | 7.42 | 31.3 (9.4) [yes] | 36.8 | 2.3 | 11/21 (0.0) | 22.0 | 0.000 | 21.3 | - | - | 4/60 | -/15.0 | - | - | - / - | -
screen | sportB | B5 | vb |  | strat512 | 64 | 226 | rg | None | 512 | 11.72 | 30.7 (10.8) [yes] | 50.0 | 5.0 | 12/21 (0.0) | 33.0 | 0.000 | 29.7 | - | - | 5/118 | -/20.4 | - | - | - / - | -
screen | sportBr2 | C1 | vb |  | strat512 | 64 | 256 | rg | None | 512 | 24.02 | 29.9 (17.1) [yes] | 94.7 | 11.7 | 11/20 (0.0) | 33.3 | 0.000 | 71.3 | - | - | 26/166 | -/62.2 | - | - | - / 71.3 | -
screen | sportBr2 | C1s1 | vb |  | strat512 | 64 | 251 | rg | None | 512 | 23.24 | 30.2 (17.5) [yes] | 92.1 | 11.2 | 11/22 (0.0) | 38.6 | 0.000 | 76.2 | - | - | 26/166 | -/69.0 | - | - | - / - | -
screen | sportBr2 | C2 | m1 |  | strat512 | 64 | 240 | rg | None | 512 | 16.60 | 30.2 (12.4) [yes] | 73.7 | 6.7 | 10/22 (0.0) | 35.4 | 0.000 | 30.5 | - | - | 0/106 | -/16.6 | - | - | - / - | -
screen | sportBr2 | C2 | m2 |  | strat512 | 64 | 238 | rg | None | 512 | 19.14 | 29.7 (12.6) [yes] | 85.5 | 7.6 | 9/16 (0.0) | 32.5 | 0.000 | 33.4 | - | - | 0/96 | -/17.6 | - | - | - / - | -
screen | sportBr2 | C2 | vb |  | strat512 | 64 | 255 | rg | None | 512 | 20.70 | 29.9 (14.2) [yes] | 86.8 | 9.2 | 9/16 (0.0) | 31.0 | 0.000 | 33.0 | - | - | 0/107 | -/15.5 | - | - | - / - | -
screen | sportBr2 | C3 | m1 |  | strat512 | 64 | 218 | rg | None | 512 | 12.11 | 31.7 (13.4) [yes] | 52.6 | 5.0 | 10/27 (0.0) | 32.3 | 0.000 | 29.7 | - | - | 1/26 | -/20.0 | - | - | - / - | -
screen | sportBr2 | C3 | m2 |  | strat512 | 64 | 255 | rg | None | 512 | 20.31 | 31.0 (17.7) [yes] | 78.9 | 10.1 | 7/19 (0.0) | 30.9 | 0.000 | 71.7 | - | - | 11/171 | -/64.5 | - | - | - / - | -
screen | sportBr2 | C3 | vb |  | strat512 | 64 | 253 | rg | None | 512 | 24.02 | 32.2 (26.0) [yes] | 92.1 | 12.2 | 8/23 (0.0) | 24.9 | 0.000 | 88.5 | - | - | 12/113 | -/84.8 | - | - | - / - | -
screen | sportBr2 | C4 | m1 |  | strat512 | 64 | 171 | rg | None | 512 | 21.48 | 31.5 (20.3) [yes] | 89.5 | 9.6 | 11/25 (0.0) | 35.9 | 0.000 | 27.1 | - | - | 0/5 | -/7.2 | - | - | - / - | -
screen | sportBr2 | C4 | m2 |  | strat512 | 64 | 253 | rg | None | 512 | 22.46 | 31.1 (20.0) [yes] | 92.1 | 10.3 | 9/16 (0.0) | 31.3 | 0.000 | 33.6 | - | - | 0/122 | -/14.4 | - | - | - / - | -
screen | sportBr2 | C4 | vb |  | strat512 | 64 | 249 | rg | None | 512 | 22.46 | 29.6 (14.6) [yes] | 89.5 | 10.8 | 8/17 (0.0) | 21.7 | 0.000 | 43.0 | - | - | 0/163 | -/26.4 | - | - | - / - | -
screen | sportBr2b | C3X | s010000 |  | strat512 | 64 | 251 | rg | None | 512 | 25.00 | 31.9 (25.8) [yes] | 89.5 | 13.8 | 8/38 (0.0) | 20.2 | 0.000 | 81.4 | - | - | 11/137 | -/75.3 | - | - | - / - | -
screen | sportBr2b | C3X | s020000 |  | strat512 | 64 | 251 | rg | None | 512 | 22.85 | 29.8 (15.5) [yes] | 89.5 | 11.2 | 7/23 (0.0) | 18.3 | 0.000 | 91.0 | - | - | 10/109 | -/88.4 | - | - | - / - | -
screen | sportBr2b | C3X | vb |  | strat512 | 64 | 251 | rg | None | 512 | 23.63 | 30.1 (17.3) [yes] | 88.2 | 12.4 | 7/25 (0.0) | 13.8 | 0.000 | 94.5 | - | - | 8/99 | -/92.8 | - | - | - / - | -
screen | sportBr2b | D1 | s010000 |  | strat512 | 64 | 219 | rg | None | 512 | 15.04 | 31.1 (13.9) [yes] | 68.4 | 5.7 | 10/25 (0.0) | 38.1 | 0.000 | 29.5 | - | - | 0/27 | -/17.0 | - | - | - / - | -
screen | sportBr2b | D1 | vb |  | strat512 | 64 | 219 | rg | None | 512 | 15.04 | 31.1 (13.9) [yes] | 68.4 | 5.7 | 10/25 (0.0) | 38.1 | 0.000 | 29.5 | - | - | 0/27 | -/17.0 | - | - | - / - | -
screen | sportBr2b | D2 | s010000 |  | strat512 | 64 | 253 | rg | None | 512 | 19.73 | 29.9 (13.7) [yes] | 84.2 | 8.5 | 8/18 (0.0) | 33.8 | 0.000 | 73.2 | - | - | 34/182 | -/66.7 | - | - | - / - | -
screen | sportBr2b | D2 | s015000 |  | strat512 | 64 | 255 | rg | None | 512 | 22.85 | 31.3 (21.0) [yes] | 93.4 | 10.6 | 7/18 (0.0) | 32.4 | 0.000 | 81.6 | - | - | 33/149 | -/76.2 | - | - | - / - | -
screen | sportBr2b | D2 | vb |  | strat512 | 64 | 248 | rg | None | 512 | 25.98 | 31.4 (25.2) [yes] | 93.4 | 14.2 | 7/19 (0.0) | 14.8 | 0.000 | 84.8 | - | - | 28/169 | -/79.4 | - | - | - / - | -
screen | sportBr2b | D3 | s025000 |  | strat512 | 64 | 256 | rg | None | 512 | 25.98 | 30.6 (21.7) [yes] | 94.7 | 14.0 | 10/21 (0.0) | 29.4 | 0.000 | 51.2 | - | - | 0/157 | -/34.0 | - | - | - / 51.2 | -
screen | sportBr2b | D3 | s040000 |  | strat512 | 64 | 256 | rg | None | 512 | 31.25 | 28.1 (14.9) [yes] | 89.5 | 21.1 | 9/16 (0.0) | 25.0 | 0.000 | 92.8 | - | - | 11/134 | -/89.5 | - | - | - / 92.8 | -
screen | sportBr2b | D3 | vb |  | strat512 | 64 | 256 | rg | None | 512 | 31.25 | 28.1 (14.9) [yes] | 89.5 | 21.1 | 9/16 (0.0) | 25.0 | 0.000 | 92.8 | - | - | 11/134 | -/89.5 | - | - | - / 92.8 | -
screen | sportBr2b | D4 | s025000 |  | strat512 | 64 | 251 | rg | None | 512 | 23.63 | 30.2 (17.6) [yes] | 88.2 | 12.4 | 9/15 (0.0) | 29.3 | 0.000 | 68.2 | - | - | 20/166 | -/58.3 | - | - | - / - | -
screen | sportBr2b | D4 | s040000 |  | strat512 | 64 | 256 | rg | None | 512 | 33.20 | 27.4 (12.6) [yes] | 93.4 | 22.7 | 9/16 (0.0) | 28.6 | 0.000 | 79.1 | - | - | 8/172 | -/68.7 | - | - | - / 79.1 | -
screen | sportBr2b | D4 | vb |  | strat512 | 64 | 255 | rg | None | 512 | 34.57 | 27.8 (17.1) [yes] | 88.2 | 25.2 | 8/18 (0.0) | 25.4 | 0.000 | 89.1 | - | - | 8/138 | -/83.3 | - | - | - / - | -
screen | sportC0 | P1 | s015000 |  | strat512 | 64 | 256 | rg | None | 512 | 36.91 | 26.8 (12.0) [yes] | 86.8 | 28.2 | 9/22 (0.0) | 13.6 | 0.000 | 60.7 | 23.0 | 0.246 | 0/52 | 3.7/37.8 | 0.962 | 0.6 | 51.6 / 60.7 | 24.6
screen | sportC0 | P1 | s035000 |  | strat512 | 64 | 256 | rg | None | 512 | 27.93 | 27.6 (9.6) [yes] | 65.8 | 21.3 | 10/33 (0.0) | 6.9 | 0.391 | 92.0 | 3.7 | 0.016 | 14/148 | 3.0/88.9 | 0.971 | 3.8 | 59.8 / 92.0 | 1.2
screen | sportC0 | P1 | vb |  | strat512 | 64 | 256 | rg | None | 512 | 38.09 | 27.0 (15.1) [yes] | 88.2 | 29.4 | 9/26 (0.0) | 11.6 | 0.000 | 73.2 | 24.8 | 0.164 | 0/63 | 8.5/56.8 | 0.978 | 1.0 | 66.2 / 73.2 | 23.4
screen | sportC0 | P2 | s015000 |  | strat512 | 64 | 256 | rg | None | 512 | 34.96 | 26.8 (9.7) [yes] | 82.9 | 26.6 | 9/15 (0.0) | 18.8 | 0.000 | 46.1 | 36.1 | 0.996 | 0/7 | 3.9/17.1 | 0.976 | 4.0 | 45.9 / 46.1 | 34.6
screen | sportC0 | P2 | s035000 |  | strat512 | 64 | 256 | rg | None | 512 | 35.35 | 26.8 (10.3) [yes] | 80.3 | 27.5 | 9/26 (0.0) | 26.6 | 0.000 | 54.1 | 35.7 | 0.926 | 0/27 | 3.6/29.0 | 0.998 | 0.0 | 54.1 / 54.1 | 35.7
screen | sportC0 | P2 | vb |  | strat512 | 64 | 256 | rg | None | 512 | 33.59 | 27.3 (12.3) [yes] | 84.2 | 24.8 | 9/27 (0.0) | 18.8 | 0.000 | 52.5 | 35.4 | 0.941 | 0/19 | 5.3/28.5 | 0.996 | 0.2 | 52.3 / 52.5 | 36.5
screen | sportC0 | P2s1 | s015000 |  | strat512 | 64 | 256 | rg | None | 512 | 40.82 | 26.6 (15.0) [yes] | 89.5 | 32.3 | 10/25 (0.0) | 10.5 | 0.000 | 52.7 | 41.0 | 1.000 | 0/7 | 3.6/20.1 | 0.696 | 21.3 | 44.7 / 52.7 | 39.6
screen | sportC0 | P2s1 | s035000 |  | strat512 | 64 | 256 | rg | None | 512 | 0.00 | - (-) [no] | 0.0 | 0.0 | -/- (-) | 243.0 | 0.000 | 0.0 | 0.0 | - | None/None | 0.0/0.0 | - | - | 0.0 / 0.0 | 0.0
screen | sportC0 | P2s1 | vb |  | strat512 | 64 | 256 | rg | None | 512 | 34.77 | 27.4 (14.3) [yes] | 89.5 | 25.2 | 8/20 (0.0) | 23.9 | 0.000 | 44.1 | 35.2 | 1.000 | 0/7 | 2.7/14.4 | 0.985 | 2.9 | 44.1 / 44.1 | 35.5
screen | sportC0 | P3 | s015000 |  | strat512 | 64 | 256 | rg | None | 512 | 0.00 | - (-) [no] | 0.0 | 0.0 | -/- (-) | 243.0 | 0.000 | 0.0 | 0.0 | - | None/None | 0.0/0.0 | - | - | 0.0 / 0.0 | 0.0
screen | sportC0 | P3 | s035000 |  | strat512 | 64 | 256 | rg | None | 512 | 0.00 | - (-) [no] | 0.0 | 0.0 | -/- (-) | 243.0 | 0.000 | 0.0 | 0.0 | - | None/None | 0.0/0.0 | - | - | 0.0 / 0.0 | 0.0
screen | sportC0 | P3 | vb |  | strat512 | 64 | 256 | rg | None | 512 | 27.93 | 27.8 (10.9) [yes] | 89.5 | 17.2 | 11/21 (0.0) | 26.9 | 0.000 | 30.1 | 27.5 | 1.000 | 0/0 | 0.5/3.0 | 0.955 | 4.2 | 29.9 / 30.1 | 27.9
screen | sportC0 | P3s1 | sAend |  | strat512 | 64 | 256 | rg | None | 512 | 43.75 | 26.0 (11.6) [yes] | 92.1 | 35.3 | 9/24 (0.0) | 28.0 | 0.000 | 55.5 | 41.6 | 1.000 | 0/6 | 3.5/20.8 | 0.990 | 0.3 | 54.9 / 55.5 | 43.2
screen | sportC0 | P3s1 | sB05 |  | strat512 | 64 | 256 | rg | None | 512 | 42.58 | 26.1 (11.1) [yes] | 90.8 | 34.2 | 9/25 (0.0) | 29.6 | 0.195 | 55.5 | 42.6 | 0.996 | 0/13 | 5.4/22.4 | 0.991 | 0.2 | 55.1 / 55.5 | 42.8
screen | sportC0 | P3s1 | vb |  | strat512 | 64 | 256 | rg | None | 512 | 42.58 | 26.1 (11.8) [yes] | 92.1 | 33.9 | 9/21 (0.0) | 28.7 | 0.195 | 55.9 | 42.4 | 0.996 | 0/17 | 3.7/23.1 | 0.995 | 0.0 | 55.1 / 55.9 | 43.6
screen | sportC0 | P5 | s015000 |  | strat512 | 64 | 256 | rg | None | 512 | 38.48 | 26.9 (14.5) [yes] | 78.9 | 31.4 | 10/23 (0.0) | 13.3 | 0.391 | 49.0 | 38.9 | 1.000 | 0/6 | 4.8/17.1 | 0.995 | 0.9 | 48.4 / 49.0 | 37.7
screen | sportC0 | P5 | s035000 |  | strat512 | 64 | 256 | rg | None | 512 | 32.03 | 27.1 (10.0) [yes] | 71.1 | 25.2 | 9/27 (0.0) | 11.9 | 0.391 | 54.1 | 33.2 | 0.871 | 0/41 | 6.0/32.5 | 0.994 | 0.5 | 53.3 / 54.1 | 32.6
screen | sportC0 | P5 | vb |  | strat512 | 64 | 256 | rg | None | 512 | 35.35 | 27.5 (15.3) [yes] | 72.4 | 28.9 | 9/24 (0.0) | 10.6 | 0.000 | 48.6 | 36.1 | 1.000 | 0/23 | 4.2/20.5 | 0.994 | 0.5 | 48.0 / 48.6 | 36.1
screen | sportC0 | P6 | s015000 |  | strat512 | 64 | 256 | rg | None | 512 | 0.00 | - (-) [no] | 0.0 | 0.0 | -/- (-) | 243.0 | 0.000 | 0.0 | 0.0 | - | None/None | 0.0/0.0 | - | - | 0.0 / 0.0 | 0.0
screen | sportC0 | P6 | s035000 |  | strat512 | 64 | 256 | rg | None | 512 | 0.00 | - (-) [no] | 0.0 | 0.0 | -/- (-) | 243.0 | 0.000 | 0.0 | 0.0 | - | None/None | 0.0/0.0 | - | - | 0.0 / 0.0 | 0.0
screen | sportC0 | P6 | vb |  | strat512 | 64 | 256 | rg | None | 512 | 33.79 | 26.7 (8.1) [yes] | 94.7 | 23.2 | 11/19 (0.0) | 28.0 | 0.000 | 39.1 | 34.2 | 1.000 | 0/2 | 2.1/8.0 | 0.964 | 2.4 | 39.1 / 39.1 | 34.0
screen | sportC1 | A0 | vb |  | strat512 | 64 | 256 | rg | False | 512 | 38.09 | 26.5 (10.6) [yes] | 85.5 | 29.8 | 9/24 (0.0) | 22.1 | 0.000 | 55.7 | 40.6 | 0.996 | 0/15 | 7.6/28.4 | 0.996 | 0.0 | 55.7 / 55.7 | 39.3
screen | sportC1 | A1 | vb |  | strat512 | 64 | 256 | rg | False | 512 | 23.83 | 29.4 (14.9) [yes] | 92.1 | 11.9 | 11/22 (0.0) | 31.0 | 0.000 | 26.4 | 24.6 | 1.000 | 0/0 | 1.3/3.3 | 0.701 | 39.0 | 26.0 / 26.4 | 24.6
screen | sportC1 | B0 | sAend |  | strat512 | 64 | 256 | rg | False | 512 | 31.25 | 26.9 (8.0) [yes] | 73.7 | 23.9 | 9/20 (0.0) | 23.7 | 0.000 | 57.4 | 32.6 | 0.652 | 0/56 | 6.2/38.1 | 0.996 | 0.0 | 56.6 / 57.4 | 31.8
screen | sportC1 | B0 | sB005000 |  | strat512 | 64 | 256 | rg | False | 512 | 29.10 | 27.3 (8.7) [yes] | 71.1 | 21.8 | 8/21 (0.0) | 25.1 | 0.000 | 54.5 | 29.3 | 0.625 | 0/82 | 4.1/35.8 | 0.997 | 0.0 | 53.1 / 54.5 | 29.7
screen | sportC1 | B0 | sB015000 |  | strat512 | 64 | 256 | rg | False | 512 | 29.30 | 27.3 (8.9) [yes] | 67.1 | 22.7 | 9/23 (0.0) | 32.2 | 0.000 | 56.6 | 27.7 | 0.492 | 0/103 | 3.9/38.7 | 0.990 | 0.0 | 54.3 / 56.6 | 29.5
screen | sportC1 | B0 | vb |  | strat512 | 64 | 256 | rg | False | 512 | 44.14 | 26.1 (14.4) [yes] | 89.5 | 36.2 | 9/27 (0.0) | 12.5 | 0.000 | 56.4 | 45.1 | 1.000 | 0/8 | 4.2/22.0 | 0.999 | 0.0 | 56.2 / 56.4 | 44.5
screen | sportC1 | B1 | sAend |  | strat512 | 64 | 256 | rg | False | 512 | 33.98 | 26.9 (9.7) [yes] | 69.7 | 27.8 | 9/28 (0.0) | 12.0 | 0.391 | 57.8 | 32.0 | 0.686 | 0/102 | 5.6/36.1 | 0.996 | 0.0 | 57.0 / 57.8 | 32.6
screen | sportC1 | B1 | sB005000 |  | strat512 | 64 | 256 | rg | False | 512 | 31.64 | 27.3 (10.7) [yes] | 65.8 | 25.7 | 9/26 (0.0) | 12.1 | 0.586 | 55.9 | 31.8 | 0.643 | 0/63 | 6.6/35.4 | 0.997 | 0.3 | 53.7 / 55.9 | 30.9
screen | sportC1 | B1 | sB015000 |  | strat512 | 64 | 256 | rg | False | 512 | 27.73 | 28.1 (12.0) [yes] | 63.2 | 21.6 | 9/21 (0.0) | 21.0 | 0.195 | 52.5 | 29.9 | 0.609 | 0/64 | 6.5/34.3 | 0.990 | 0.0 | 51.2 / 52.5 | 29.7
screen | sportC1 | B1 | vb |  | strat512 | 64 | 256 | rg | False | 512 | 45.51 | 25.8 (12.5) [yes] | 85.5 | 38.5 | 9/27 (0.0) | 12.5 | 0.000 | 55.1 | 45.5 | 1.000 | 0/6 | 2.9/17.6 | 0.999 | 0.0 | 54.9 / 55.1 | 44.9
screen | sportC1 | R0 | s015000 |  | strat512 | 64 | 256 | rg | True | 512 | 24.02 | 31.1 (21.5) [yes] | 97.4 | 11.2 | 10/19 (0.0) | 38.0 | 0.000 | 24.4 | 23.8 | 1.000 | 0/0 | 0.0/0.5 | 0.963 | 0.0 | 24.4 / 24.4 | 24.0
screen | sportC1 | R0 | s035000 |  | strat512 | 64 | 256 | rg | True | 512 | 30.86 | 27.9 (13.5) [yes] | 96.1 | 19.5 | 11/20 (0.0) | 26.8 | 0.000 | 38.7 | 30.3 | 1.000 | 0/14 | 0.8/11.3 | 0.994 | 0.0 | 38.7 / 38.7 | 30.7
screen | sportC1 | R0 | vb |  | strat512 | 64 | 256 | rg | True | 512 | 36.13 | 27.6 (17.2) [yes] | 88.2 | 27.1 | 11/32 (0.0) | 13.0 | 0.000 | 52.1 | 35.4 | 0.984 | 0/33 | 4.3/25.1 | 0.996 | 0.0 | 51.4 / 52.1 | 36.1
screen | sportC1 | X0 | s015000 |  | strat512 | 16 | 256 | trm | True | 512 | 67.19 | 23.0 (13.1) [yes] | 98.7 | 61.7 | 2/5 (8.1) | 27.9 | 0.000 | 90.0 | 65.6 | 0.930 | 0/30 | 9.5/69.6 | 0.939 | 5.0 | 60.4 / 90.0 | 66.2
screen | sportC1 | X0 | s035000 |  | strat512 | 16 | 256 | trm | True | 512 | 86.13 | 16.1 (21.5) [no] | 100.0 | 83.7 | 1/6 (22.4) | 34.1 | 0.000 | 99.4 | 80.5 | 0.934 | 0/1 | 25.4/95.8 | 0.884 | 9.4 | 90.4 / 99.4 | 84.8
screen | sportC1 | X0 | vb |  | strat512 | 16 | 256 | trm | True | 512 | 87.50 | 13.8 (25.4) [no] | 100.0 | 85.3 | 1/6 (26.3) | 34.7 | 0.000 | 99.8 | 88.5 | 0.988 | 0/1 | 39.1/98.4 | 0.939 | 5.0 | 96.3 / 99.8 | 88.9
screen | sportC1 | X0n | s015000 |  | strat512 | 16 | 256 | trm | True | 512 | 62.70 | 23.7 (12.2) [yes] | 97.4 | 56.7 | 1/4 (3.4) | 20.9 | 0.000 | 77.5 | 62.7 | 0.992 | 0/6 | 8.4/39.8 | 0.982 | 0.5 | 73.6 / 77.5 | 62.7
screen | sportC1 | X0n | s035000 |  | strat512 | 16 | 256 | trm | True | 512 | 71.29 | 22.0 (14.8) [yes] | 100.0 | 66.3 | 1/5 (19.2) | 14.6 | 0.195 | 95.7 | 38.7 | 0.488 | 0/24 | 5.4/85.0 | 0.600 | 42.4 | 25.8 / 95.7 | 68.4
screen | sportC1 | X0n | vb |  | strat512 | 16 | 256 | trm | True | 512 | 72.46 | 22.2 (13.1) [yes] | 97.4 | 68.1 | 1/4 (15.9) | 15.9 | 0.195 | 94.5 | 43.2 | 0.482 | 0/23 | 9.2/80.1 | 0.600 | 41.3 | 24.4 / 94.5 | 68.8
screen | sportC2 | R1 | sAend |  | strat512 | 64 | 256 | rg | False | 512 | 40.23 | 26.7 (14.8) [yes] | 94.7 | 30.7 | 16/38 (0.0) | 21.5 | 0.000 | 46.9 | 40.6 | 1.000 | 0/2 | 2.9/11.1 | 0.708 | 26.1 | 45.1 / 46.9 | 40.4
screen | sportC2 | R1 | sB005000 |  | strat512 | 64 | 256 | rg | False | 512 | 40.82 | 26.7 (16.6) [yes] | 97.4 | 31.0 | 15/39 (0.0) | 18.5 | 0.000 | 48.8 | 40.0 | 1.000 | 0/4 | 2.6/13.5 | 0.767 | 21.2 | 47.3 / 48.8 | 41.0
screen | sportC2 | R1 | sB015000 |  | strat512 | 64 | 256 | rg | False | 512 | 40.43 | 26.6 (13.8) [yes] | 94.7 | 31.0 | 16/36 (0.0) | 19.3 | 0.000 | 47.3 | 39.8 | 1.000 | 0/3 | 2.0/11.5 | 0.762 | 18.9 | 45.1 / 47.3 | 40.0
screen | sportC2 | R1 | vb |  | strat512 | 64 | 256 | rg | False | 512 | 39.45 | 26.6 (13.3) [yes] | 96.1 | 29.6 | 15/36 (0.0) | 22.7 | 0.000 | 46.5 | 39.1 | 1.000 | 0/3 | 1.3/11.6 | 0.627 | 35.6 | 45.3 / 46.5 | 39.8
screen | sportC2 | R2 | sAend |  | strat512 | 64 | 256 | rg | False | 512 | 35.55 | 27.3 (13.9) [yes] | 86.8 | 26.6 | 9/24 (0.0) | 26.6 | 0.000 | 50.8 | 35.0 | 0.955 | 0/20 | 4.2/23.6 | 0.976 | 1.0 | 49.8 / 50.8 | 34.4
