kind,campaign,arm,suffix,eval,set,t,k,cell,ema,n,cold,g50,width,g50_in_range,p_cold_r0,yield,fe_med,fe_p90,fe_step1,viol_fail,valid_wrong,givens_kept,rho,b1,r_med,k50,k90,rescue_1,rescue_any,auc,spurious,t1r,t1r_over_verified,ckpt
full,finalA,A2,,full_vsel_t16,full,16,1,trm,True,422786,0.8564711225064217,16.940224530047914,19.56832431240054,False,0.9988875619611628,0.8324001338277217,1.0,6.0,0.14358582064821157,31.651313404304407,9.461051217400765e-06,0.999999398158146,0.8564711225064217,,,0,0,,0.0,,,,,runs/pretrainfinalA_A2/ckpt_048000.pkl
full,finalA,A2,,full_vsel_t16_alt,full,16,1,trm,False,422786,0.7685424777547033,20.06527629690588,17.914511070759016,True,0.9886956663994634,0.731332553593302,2.0,7.0,0.09361079370123006,30.42784879977927,0.00015137681947841223,0.9999423183953358,0.7685424777547033,,,0,0,,0.0,,,,,runs/pretrainfinalA_A2/ckpt_048000.pkl
full,finalA,A2,,full_vsel_t64,full,64,1,trm,True,422786,0.92128641913403,10.235561459869066,26.224252317131043,False,0.999574656043974,0.9080542721182108,1.0,11.0,0.13348412223657086,30.896631509360258,7.095788413050574e-06,0.999999635843869,0.92128641913403,,,0,0,,0.0,,,,,runs/pretrainfinalA_A2/ckpt_048000.pkl
full,finalA,A3,,full_final_t16,sub50000,16,1,dec,True,50000,0.86236,17.53012419529126,17.55782730618315,True,0.9991711562370493,0.8391992703631814,1.0,5.0,0.3944756250289902,28.404969485614647,2e-05,0.9999992,0.86236,,,0,0,,0.0,,,,,runs/pretrainfinalA_A3/ckpt_latest.pkl
full,finalA,A3,,full_vsel_t16,full,16,1,dec,True,422786,0.9004484538277048,15.487465877143181,18.651062263174673,False,0.9988221244294665,0.8838215003636022,1.0,5.0,0.37900482535980057,31.125994915536126,4.2574730478303445e-05,0.9999982133378184,0.9004484538277048,,,0,0,,0.0,,,,,runs/pretrainfinalA_A3/ckpt_042000.pkl
full,finalA,A3,,full_vsel_t16_alt,sub50000,16,1,dec,False,50000,0.81548,19.045724362394093,17.33394185914112,True,0.9912971404890178,0.7857159561282477,1.0,6.0,0.2282827291901702,20.163667895079126,0.00024,0.9999891651255821,0.81548,,,0,0,,0.0,,,,,runs/pretrainfinalA_A3/ckpt_042000.pkl
full,finalA,A3,,full_vsel_t64,sub100000,64,1,dec,True,100000,0.94655,11.436223051341317,20.464614944360964,False,0.9988887345464648,0.9377467816172519,1.0,8.0,0.3592520204954836,30.880823199251637,5e-05,0.9999978425339366,0.94655,,,0,0,,0.0,,,,,runs/pretrainfinalA_A3/ckpt_042000.pkl
full,finalA,A3,,sub20k_t128,scan20k,128,1,dec,True,20000,0.959,9.097081442657455,21.939131018997386,False,0.9993098688750862,0.9521693369196585,1.0,9.0,0.35495307612095933,30.367073170731707,0.0,1.0,0.959,,,0,0,,0.0,,,,,runs/frontier_ckpts/A3.pkl
full,finalA,A4,,full_final_t16,sub50000,16,1,dec,True,50000,0.87224,17.484738384657845,16.82363033677789,True,0.9979278905926233,0.8509623254835014,1.0,6.0,0.39191048335320555,30.318096430807763,0.0,1.0,0.87224,,,0,0,,0.0,,,,,runs/pretrainfinalA_A4/ckpt_latest.pkl
full,finalA,A4,,full_vsel_t16,full,16,1,dec,True,422786,0.9321618975084321,11.325969852710044,22.70294454771595,False,0.9995419372781259,0.920773435750251,1.0,6.0,0.2239783813958209,34.50029636344618,2.6017890847852106e-05,0.9999989027793817,0.9321618975084321,,,0,0,,0.0,,,,,runs/pretrainfinalA_A4/ckpt_010000.pkl
full,finalA,A4,,full_vsel_t16_alt,sub50000,16,1,dec,False,50000,0.93536,10.827977911862835,23.09153889446976,False,0.9993092968642078,0.9245340380253034,1.0,6.0,0.16492045843311667,32.26361386138614,8e-05,0.9999965942028985,0.93536,,,0,0,,0.0,,,,,runs/pretrainfinalA_A4/ckpt_010000.pkl
full,finalA,A4,,full_vsel_t64,sub100000,64,1,dec,True,100000,0.97629,-5.243253230283578,35.70475238631665,False,0.9997221836366162,0.972348776897736,1.0,8.0,0.21460836431797928,32.758751581611136,2e-05,0.9999991287878788,0.97629,,,0,0,,0.0,,,,,runs/pretrainfinalA_A4/ckpt_010000.pkl
full,finalA,A5,,full_final_t16,sub50000,16,1,dec,True,50000,0.84488,18.048005365122314,17.720048228306002,True,0.9976516093383064,0.8190173288744417,1.0,4.0,0.3531152352996875,22.031975244971633,0.00026,0.999989731818584,0.84488,,,0,0,,0.0,,,,,runs/pretrainfinalA_A5/ckpt_latest.pkl
full,finalA,A5,,full_vsel_t16,full,16,1,dec,True,422786,0.9507694199902551,8.775740185539071,23.876124291974683,False,0.9994928591293536,0.9425342657033283,1.0,5.0,0.3944901634939747,33.37100028826751,0.0001915862871523655,0.9999922931574088,0.9507694199902551,,,0,0,,0.0,,,,,runs/pretrainfinalA_A5/ckpt_028000.pkl
full,finalA,A5,,full_vsel_t16_alt,sub50000,16,1,dec,False,50000,0.94176,10.60802561484955,22.494221998311385,False,0.9991711562370493,0.9320408783704778,1.0,5.0,0.3396831464492015,31.71497252747253,6e-05,0.9999968778280542,0.94176,,,0,0,,0.0,,,,,runs/pretrainfinalA_A5/ckpt_028000.pkl
full,finalA,A5,,full_vsel_t64,sub100000,64,1,dec,True,100000,0.98111,-19.824260741849436,49.901004783629816,False,0.9996527295457702,0.9779911684306442,1.0,6.0,0.38174108917450644,31.01799894123875,0.00016,0.9999938764346763,0.98111,,,0,0,,0.0,,,,,runs/pretrainfinalA_A5/ckpt_028000.pkl
full,finalA,A5,,sub20k_t128,scan20k,128,1,dec,True,20000,0.9858,-45.51207168658411,73.17227981765562,False,0.9996549344375432,0.9834522278096129,1.0,6.0,0.37933657942787585,30.39788732394366,5e-05,0.999998076923077,0.9858,,,0,0,,0.0,,,,,runs/frontier_ckpts/A5.pkl
full,finalA,A7,,full_final_t16,sub50000,16,1,dec,True,50000,0.80652,20.088313527058478,14.751656075406494,True,0.9970990468296727,0.7742569163490096,1.0,6.0,0.36078460546545654,30.738060781476122,4e-05,0.9999984307692308,0.80652,,,0,0,,0.0,,,,,runs/pretrainfinalA_A7/ckpt_latest.pkl
full,finalA,A7,,full_vsel_t16,full,16,1,dec,True,422786,0.9512401072883208,9.240122994579334,23.090681331139002,False,0.9997218904902907,0.943045797284182,1.0,5.0,0.3099651640719992,33.031627455736114,2.1287365239151723e-05,0.9999990136040205,0.9512401072883208,,,0,0,,0.0,,,,,runs/pretrainfinalA_A7/ckpt_022000.pkl
full,finalA,A7,,full_vsel_t16_alt,sub50000,16,1,dec,False,50000,0.9294,12.54797839609455,20.963129472989024,False,0.9973753280839895,0.9178924721124389,1.0,6.0,0.2004949429739617,33.43682719546742,0.00052,0.9999751079109013,0.9294,,,0,0,,0.0,,,,,runs/pretrainfinalA_A7/ckpt_022000.pkl
full,finalA,A7,,full_vsel_t64,sub100000,64,1,dec,True,100000,0.98038,-7.963713192423775,37.001563243084206,False,0.9999305459091541,0.9770916567369922,1.0,6.0,0.2998021175462576,31.219164118246688,0.0,1.0,0.98038,,,0,0,,0.0,,,,,runs/pretrainfinalA_A7/ckpt_022000.pkl
full,finalA,A7,,sub20k_t128,scan20k,128,1,dec,True,20000,0.98655,-14.631860767607044,40.54026513561987,False,1.0,0.9842708455151444,1.0,6.0,0.30018752217322997,30.25278810408922,0.0,1.0,0.98655,,,0,0,,0.0,,,,,runs/frontier_ckpts/A7.pkl
full,finalA,A8,,full_final_t16,sub50000,16,1,dec,True,50000,0.72356,21.892176179251056,14.002641482532168,True,0.9928166873877607,0.6779775964079419,1.0,5.0,0.4178506274531483,22.1753725944147,0.0,1.0,0.72356,,,0,0,,0.0,,,,,runs/pretrainfinalA_A8/ckpt_latest.pkl
full,finalA,A8,,full_vsel_t16,full,16,1,dec,True,422786,0.936719758932415,10.995390906834672,22.605461785537706,False,0.9997382498732148,0.9260684788709806,1.0,4.0,0.3696999232385262,31.976751140016447,1.4191576826101148e-05,0.9999993861379531,0.936719758932415,,,0,0,,0.0,,,,,runs/pretrainfinalA_A8/ckpt_012000.pkl
full,finalA,A8,,full_vsel_t16_alt,sub50000,16,1,dec,False,50000,0.88766,17.020877484565453,16.570665020526057,True,0.9988948749827324,0.8688290732209256,1.0,5.0,0.14489455659697187,29.630941783870394,0.0,0.9999992,0.88766,,,0,0,,0.0,,,,,runs/pretrainfinalA_A8/ckpt_012000.pkl
full,finalA,A8,,full_vsel_t64,sub100000,64,1,dec,True,100000,0.96998,-0.18010623894863187,31.76113698583849,False,0.9996527295457702,0.9649891357678559,1.0,6.0,0.357069217922019,30.31479013990673,1e-05,0.9999995652173913,0.96998,,,0,0,,0.0,,,,,runs/pretrainfinalA_A8/ckpt_012000.pkl
full,,frontiercgar,,full_vsel_t16,full,16,1,trm,True,422786,0.8610408102444262,16.667210475957795,19.8190483713361,False,0.9983967804734405,0.837825133620344,1.0,5.0,0.23074091573360878,31.9940085106383,0.0002459873316524199,0.9999831183068193,0.8610408102444262,,,0,0,,0.0,,,,,runs/frontier_ckpts/cgar.pkl
full,,frontiercgar,,full_vsel_t64,full,64,1,trm,True,422786,0.9170549639770474,10.741381552388487,25.921202655021396,False,0.9986748899831498,0.9032597004360461,1.0,9.0,0.21664715076421523,31.22159803809741,0.00028383153652202295,0.9999827588251209,0.9170549639770474,,,0,0,,0.0,,,,,runs/frontier_ckpts/cgar.pkl
full,,frontiercgar,,initrad_e0.03,strat512,16,1,trm,True,512,0.876953125,13.742381250639365,25.256771743148715,False,1.0,0.8555045871559633,1.0,5.199999999999989,0.22717149220489977,33.44444444444444,0.0,1.0,0.908203125,0.876953125,1.0,0,0,0.25396825396825395,0.25396825396825395,0.9804327076041998,0.0,0.876953125,0.9655913978494624,runs/frontier_ckpts/cgar.pkl
full,,frontiercgar,,initrad_e0.1,strat512,16,1,trm,True,512,0.876953125,13.742381250639365,25.256771743148715,False,1.0,0.8555045871559633,1.0,5.199999999999989,0.22717149220489977,33.44444444444444,0.0,1.0,0.900390625,0.861328125,1.0,0,0,0.19047619047619047,0.19047619047619047,0.979096803040465,0.0,0.861328125,0.9566160520607375,runs/frontier_ckpts/cgar.pkl
full,,frontiercgar,,initrad_e0.3,strat512,16,1,trm,True,512,0.876953125,13.742381250639365,25.256771743148715,False,1.0,0.8555045871559633,1.0,5.199999999999989,0.22717149220489977,33.44444444444444,0.0,1.0,0.904296875,0.859375,1.0,0,0,0.2222222222222222,0.2222222222222222,0.9805239898989899,0.0,0.859375,0.9503239740820735,runs/frontier_ckpts/cgar.pkl
full,,frontiercgar,,initrad_e1,strat512,16,1,trm,True,512,0.876953125,13.742381250639365,25.256771743148715,False,1.0,0.8555045871559633,1.0,5.199999999999989,0.22717149220489977,33.44444444444444,0.0,1.0,0.900390625,0.751953125,1.0,0,0,0.19047619047619047,0.19047619047619047,0.7888434400245423,0.2047244094488189,0.751953125,0.8351409978308026,runs/frontier_ckpts/cgar.pkl
full,,frontiercgar,,initrad_e3,strat512,16,1,trm,True,512,0.876953125,13.742381250639365,25.256771743148715,False,1.0,0.8555045871559633,1.0,5.199999999999989,0.22717149220489977,33.44444444444444,0.0,1.0,0.90625,0.705078125,1.0,0,0,0.23809523809523808,0.23809523809523808,0.7345306451908789,0.2582781456953642,0.705078125,0.7780172413793104,runs/frontier_ckpts/cgar.pkl
full,,frontiercgar,,sub20k_t128,scan20k,128,1,trm,True,20000,0.93175,9.325416339292905,26.21272178099745,False,0.9989648033126294,0.9203601917904338,1.0,11.0,0.2084250067078079,31.16190476190476,0.0003,0.999977821815274,0.93175,,,0,0,,0.0,,,,,runs/frontier_ckpts/cgar.pkl
full,,frontiercgar,,sub20k_t16_fp32,scan20k,16,1,trm,True,20000,0.86125,16.965246840460146,19.079713269074354,False,0.9986197377501725,0.8379721669980119,1.0,5.0,0.22519593613933236,32.02810810810811,0.0002,0.9999799051486072,0.86125,,,0,0,,0.0,,,,,runs/frontier_ckpts/cgar.pkl
full,,frontiercgar,,sub20k_t16_prefix0,scan20k,16,1,trm,True,20000,0.8613,16.812128154321485,19.456076429217752,False,0.9975845410628019,0.838206057771021,1.0,5.0,0.22065482410309997,31.297404470079307,0.0003,0.9999689454536181,0.8613,,,0,0,,0.0,,,,,runs/frontier_ckpts/cgar.pkl
full,,frontiercgar,,sub5k_t256,sub5000,256,1,trm,True,5000,0.941,0.998970100252258,38.08774622255817,False,0.99860529986053,0.9313565257996731,1.0,14.0,0.2051009564293305,29.715254237288136,0.001,0.9999571225071224,0.941,,,0,0,,0.0,,,,,runs/frontier_ckpts/cgar.pkl
full,,frontiereqr,,full_raw_t16,full,16,1,trm,False,422786,0.6969175895133708,22.263635992057864,14.384489305806055,True,0.9660869991983903,0.6514230255572238,2.0,6.0,0.07421848488550448,29.866652619421096,0.0016249355465885816,0.999923681300174,0.6969175895133708,,,0,0,,0.0,,,,,runs/frontier_ckpts/eqr.pkl
full,,frontiereqr,,full_vsel_t16,full,16,1,trm,True,422786,0.8651800201520391,16.471189311282167,19.901952315825735,False,0.9953866540154105,0.8431727124169452,1.0,7.0,0.13922894807346373,32.35771929824561,4.967051889135402e-05,0.999996762220397,0.8651800201520391,,,0,0,,0.0,,,,,runs/frontier_ckpts/eqr.pkl
full,,frontiereqr,,full_vsel_t64,full,64,1,trm,True,422786,0.9315232765512577,9.374175352619458,26.1488047364479,False,0.9975297331784645,0.9203669755211401,2.0,11.0,0.12931303718562343,31.4870298089876,5.676630730440459e-05,0.999997198389712,0.9315232765512577,,,0,0,,0.0,,,,,runs/frontier_ckpts/eqr.pkl
full,,frontiereqr,,initrad_e0.03,strat512,16,1,trm,True,512,0.89453125,11.836023316424301,27.125805877767856,False,1.0,0.8761467889908257,1.0,6.0,0.1572052401746725,32.351851851851855,0.0,1.0,0.92578125,0.892578125,1.0,0,0,0.2962962962962963,0.2962962962962963,0.9913268350905112,0.0,0.892578125,0.9641350210970464,runs/frontier_ckpts/eqr.pkl
full,,frontiereqr,,initrad_e0.1,strat512,16,1,trm,True,512,0.89453125,11.836023316424301,27.125805877767856,False,1.0,0.8761467889908257,1.0,6.0,0.1572052401746725,32.351851851851855,0.0,1.0,0.9140625,0.880859375,1.0,0,0,0.18518518518518517,0.18518518518518517,0.9917851041401621,0.0,0.880859375,0.9636752136752137,runs/frontier_ckpts/eqr.pkl
full,,frontiereqr,,initrad_e0.3,strat512,16,1,trm,True,512,0.89453125,11.836023316424301,27.125805877767856,False,1.0,0.8761467889908257,1.0,6.0,0.1572052401746725,32.351851851851855,0.0,1.0,0.916015625,0.87890625,1.0,0,0,0.2037037037037037,0.2037037037037037,0.9946415770609319,0.0,0.87890625,0.9594882729211087,runs/frontier_ckpts/eqr.pkl
full,,frontiereqr,,initrad_e1,strat512,16,1,trm,True,512,0.89453125,11.836023316424301,27.125805877767856,False,1.0,0.8761467889908257,1.0,6.0,0.1572052401746725,32.351851851851855,0.0,1.0,0.92578125,0.876953125,1.0,0,0,0.2962962962962963,0.2962962962962963,0.9903489235337788,0.0,0.876953125,0.9472573839662447,runs/frontier_ckpts/eqr.pkl
full,,frontiereqr,,initrad_e3,strat512,16,1,trm,True,512,0.89453125,11.836023316424301,27.125805877767856,False,1.0,0.8761467889908257,1.0,6.0,0.1572052401746725,32.351851851851855,0.0,1.0,0.92578125,0.884765625,1.0,0,0,0.2962962962962963,0.2962962962962963,0.988962472406181,0.0,0.884765625,0.9556962025316456,runs/frontier_ckpts/eqr.pkl
full,,frontiereqr,,sub20k_t128,scan20k,128,1,trm,True,20000,0.95015,3.0178740936834174,32.7168205332354,False,0.9989648033126294,0.9418781429072624,2.0,13.0,0.12650634110403622,30.78134403209629,0.0001,0.9999962962962964,0.95015,,,0,0,,0.0,,,,,runs/frontier_ckpts/eqr.pkl
full,,frontiereqr,,sub20k_t16_fp32,scan20k,16,1,trm,True,20000,0.86995,16.2324693817419,20.033415139551323,False,0.9968944099378882,0.8484387790901649,1.0,7.0,0.13793896200931088,32.50173010380623,0.0001,0.9999943732193733,0.86995,,,0,0,,0.0,,,,,runs/frontier_ckpts/eqr.pkl
full,,frontiereqr,,sub20k_t16_noise001,scan20k,16,1,trm,True,20000,0.86655,16.402736504788486,19.957040415787933,False,0.9968944099378882,0.8444626359490118,1.0,6.0,0.13848018002423404,32.553765455226674,5e-05,0.9999981481481481,0.86655,,,0,0,,0.0,,,,,runs/frontier_ckpts/eqr.pkl
full,,frontiereqr,,sub20k_t16_noise05,scan20k,16,1,trm,True,20000,0.76965,20.55295626749672,15.989956616211568,True,0.9882677708764666,0.7326043737574552,2.0,9.0,0.11095952705775353,20.435641415237683,0.0,1.0,0.76965,,,0,0,,0.0,,,,,runs/frontier_ckpts/eqr.pkl
full,,frontiereqr,,sub20k_t16_prefix0,scan20k,16,1,trm,True,20000,0.8707,16.315384880391676,19.762436025625718,False,0.994824016563147,0.8496667056484621,1.0,7.0,0.14258642471574595,31.5738592420727,0.00015,0.999994225071225,0.8707,,,0,0,,0.0,,,,,runs/frontier_ckpts/eqr.pkl
full,,frontiereqr,,sub20k_t64_noise05,scan20k,64,1,trm,True,20000,0.90655,14.246648130038608,20.540682283244927,False,0.9979296066252588,0.891065372471056,2.0,23.0,0.09420329821852076,20.746923488496524,0.0,1.0,0.90655,,,0,0,,0.0,,,,,runs/frontier_ckpts/eqr.pkl
full,,frontiereqr,,sub5k_t256,sub5000,256,1,trm,True,5000,0.9588,7.071948747522992,24.860096508594907,False,0.99302649930265,0.9530702778426337,2.0,16.0,0.12932832707551106,29.75242718446602,0.0,1.0,0.9588,,,0,0,,0.0,,,,,runs/frontier_ckpts/eqr.pkl
full,,frontiereqr,,train1k_t16,1000,16,1,trm,True,1000,0.934,,,False,0.9407407407407408,0.9329479768786128,1.0,6.0,0.14668094218415417,34.303030303030305,0.0,1.001022344968132,0.934,,,0,0,,0.0,,,,,runs/frontier_ckpts/eqr.pkl
full,,frontiertrmpub,,full_vsel_t16,full,16,1,trm,True,422786,0.7931979772272497,19.695558428070136,17.095475796130433,True,0.9979387177515664,0.7585930392994505,1.0,4.0,0.37477225490751537,22.276680429586083,0.0003571546834568789,0.9999841535304086,0.7931979772272497,,,0,0,,0.0,,,,,runs/frontier_ckpts/trmpub.pkl
full,,frontiertrmpub,,full_vsel_t64,full,64,1,trm,True,422786,0.8344860047399867,18.00920936664467,18.731991094613566,True,0.9984622180051368,0.8067710191091608,1.0,6.0,0.35622856494997307,22.263758091944496,0.0003808073115003808,0.9999831511290254,0.8344860047399867,,,0,0,,0.0,,,,,runs/frontier_ckpts/trmpub.pkl
full,,frontiertrmpub,,initrad_e0.03,strat512,16,1,trm,True,512,0.8125,16.56309565763795,25.512101998217773,False,1.0,0.7798165137614679,1.0,3.0,0.41586538461538464,22.802083333333332,0.0,1.0,0.84375,0.8125,1.0,0,0,0.16666666666666666,0.16666666666666666,0.993339342948718,0.0,0.8125,0.9629629629629629,runs/frontier_ckpts/trmpub.pkl
full,,frontiertrmpub,,initrad_e0.1,strat512,16,1,trm,True,512,0.8125,16.56309565763795,25.512101998217773,False,1.0,0.7798165137614679,1.0,3.0,0.41586538461538464,22.802083333333332,0.0,1.0,0.84765625,0.828125,1.0,0,0,0.1875,0.1875,0.9865458833619211,0.0,0.828125,0.9769585253456221,runs/frontier_ckpts/trmpub.pkl
full,,frontiertrmpub,,initrad_e0.3,strat512,16,1,trm,True,512,0.8125,16.56309565763795,25.512101998217773,False,1.0,0.7798165137614679,1.0,3.0,0.41586538461538464,22.802083333333332,0.0,1.0,0.84375,0.80859375,1.0,0,0,0.16666666666666666,0.16666666666666666,0.9905353445726116,0.0,0.80859375,0.9583333333333334,runs/frontier_ckpts/trmpub.pkl
full,,frontiertrmpub,,initrad_e1,strat512,16,1,trm,True,512,0.8125,16.56309565763795,25.512101998217773,False,1.0,0.7798165137614679,1.0,3.0,0.41586538461538464,22.802083333333332,0.0,1.0,0.841796875,0.783203125,1.0,0,0,0.15625,0.15625,0.9635483363662914,0.02702702702702703,0.783203125,0.9303944315545244,runs/frontier_ckpts/trmpub.pkl
full,,frontiertrmpub,,initrad_e3,strat512,16,1,trm,True,512,0.8125,16.56309565763795,25.512101998217773,False,1.0,0.7798165137614679,1.0,3.0,0.41586538461538464,22.802083333333332,0.0,1.0,0.845703125,0.767578125,1.0,0,0,0.17708333333333334,0.17708333333333334,0.9116684841875682,0.09243697478991597,0.767578125,0.9076212471131639,runs/frontier_ckpts/trmpub.pkl
full,,frontiertrmpub,,sub20k_t128,scan20k,128,1,trm,True,20000,0.84965,17.41744185642388,18.99227195360804,True,0.9996549344375432,0.8242310840837329,1.0,9.0,0.3470840934502442,22.47356168939142,0.0003,0.9999834378511987,0.84965,,,0,0,,0.0,,,,,runs/frontier_ckpts/trmpub.pkl
full,,frontiertrmpub,,sub20k_t16_fp32,scan20k,16,1,trm,True,20000,0.79025,19.86954772730632,16.771106057742657,True,0.9993098688750862,0.7548239971933107,1.0,4.0,0.373236317621006,22.702979737783075,0.0003,0.9999877856772856,0.79025,,,0,0,,0.0,,,,,runs/frontier_ckpts/trmpub.pkl
full,,frontiertrmpub,,sub20k_t16_prefix0,scan20k,16,1,trm,True,20000,0.79605,19.738061140987632,16.740326238929264,True,0.9993098688750862,0.7616068296105719,1.0,4.0,0.3776144714527982,22.60333415052709,0.0003,0.9999880171587673,0.79605,,,0,0,,0.0,,,,,runs/frontier_ckpts/trmpub.pkl
full,,frontiertrmpub,,sub5k_t256,sub5000,256,1,trm,True,5000,0.8626,16.830191621479468,19.290059215506737,False,0.99581589958159,0.8402988559420966,1.0,10.0,0.34871319267331324,21.33042212518195,0.0002,0.9999928571428572,0.8626,,,0,0,,0.0,,,,,runs/frontier_ckpts/trmpub.pkl
full,,frontiertrmpub60k,,full_vsel_t16,full,16,1,trm,True,422786,0.7546749419327982,20.89321978260576,15.859037872021783,True,0.9947322786984475,0.7141008519074598,1.0,4.0,0.4024026376987833,17.512765136907056,0.000716674629718108,0.9999693092902393,0.7546749419327982,,,0,0,,0.0,,,,,runs/frontier_ckpts/trmpub60k.pkl
full,,frontiertrmpub60k,,sub20k_t64,scan20k,64,1,trm,True,20000,0.79445,19.743645916968802,16.853627004836202,True,0.9968944099378882,0.7601450122792656,1.0,8.0,0.3840392724526402,17.780831914376066,0.0012,0.9999493271811781,0.79445,,,0,0,,0.0,,,,,runs/frontier_ckpts/trmpub60k.pkl
full,sport2,S0,,full_t6,full,6,0,rg,,422786,0.021559370461651996,31.854738118606477,2.8881194237782175,True,0.1491157753529537,0.0,3.0,5.0,0.0,42.275760205573995,0.0,0.9999907002531381,,,,,,,,,,,,runs/pretrainsport2_S0/ckpt_latest.pkl
full,sport2,S0,,full_t64,full,64,0,rg,,422786,0.0007639798858051118,38.03815105845905,5.0400968370652315,False,0.005284080684476581,0.0,3.0,5.0,0.0,57.50578157140389,1.4191576826101148e-05,0.8789836689435457,,,,,,,,,,,,runs/pretrainsport2_S0/ckpt_latest.pkl
full,sport2,S0,,strat_t256,strat512,256,16,rg,,512,0.0,,,False,0.0,0.0,3.0,5.0,0.0,95.849609375,0.0,0.6300311486252732,,,,,,,,,,,,runs/pretrainsport2_S0/ckpt_latest.pkl
full,sport2,S0,,strat_t6,strat512,6,16,rg,,512,0.013671875,31.245421913417083,1.0182792983436346,True,0.09210526315789473,0.0,3.0,5.0,0.0,41.78019801980198,0.0,1.0,,,,,,,,,,,,runs/pretrainsport2_S0/ckpt_latest.pkl
full,sport2,S0,,strat_t64,strat512,64,16,rg,,512,0.0,,,False,0.0,0.0,3.0,5.0,0.0,59.970703125,0.0,0.8582891365579235,,,,,,,,,,,,runs/pretrainsport2_S0/ckpt_latest.pkl
