kind,campaign,arm,suffix,eval,set,t,k,cell,ema,n,cold,g50,width,g50_in_range,p_cold_r0,yield,fe_med,fe_p90,fe_step1,viol_fail,valid_wrong,givens_kept,rho,b1,r_med,k50,k90,rescue_1,rescue_any,auc,spurious,t1r,t1r_over_verified,ckpt
full,sport2w2,W5,,ret_t8,strat512,8,1,rg,,512,0.857421875,,,False,0.9342105263157895,0.8440366972477065,0.0,0.0,1.0,3.3013698630136985,0.0,1.0,0.857421875,,,0,0,,0.0,,,,,runs/pretrainsport2w2_W5/ckpt_latest.pkl
full,sport2w2,W5,,strat_t256,strat512,256,1,rg,,512,0.0,,,False,0.0,0.0,12.0,27.0,0.0,37.107421875,0.0,0.9746050367969533,0.0,,,,,,0.0,,,,,runs/pretrainsport2w2_W5/ckpt_latest.pkl
full,sport2w2,W5,,strat_t6,strat512,6,1,rg,,512,0.013671875,31.245421913417083,1.0182792983436346,True,0.09210526315789473,0.0,2.0,2.4000000000000004,0.0,32.17227722772277,0.0,0.9999248798076923,0.013671875,,,0,0,,0.0,,,,,runs/pretrainsport2w2_W5/ckpt_latest.pkl
full,sport2w2,W5,,strat_t64,strat512,64,11,rg,,512,0.0,,,False,0.0,0.0,12.0,27.0,0.0,34.052734375,0.0,0.9707936355222565,0.005859375,,,5,11,,0.005859375,,,,,runs/pretrainsport2w2_W5/ckpt_latest.pkl
full,sport2w2,W5,,val_t64,64,64,1,rg,,64,0.0,,,False,0.0,0.0,21.0,25.0,0.0,32.796875,0.0,0.9756068066542012,0.0,,,,,,0.0,,,,,runs/pretrainsport2w2_W5/ckpt_latest.pkl
full,sport2w2,W6,,full_t6,full,6,1,rg,,422786,0.02223583562369615,31.596470974082205,2.8442201284836064,True,0.15379455886923946,0.0,3.0,4.0,0.0,35.303448359277674,0.0,0.9999271248672899,0.02223583562369615,,,0,0,,0.0,,,,,runs/pretrainsport2w2_W6/ckpt_latest.pkl
full,sport2w2,W6,,full_t64,full,64,1,rg,,422786,0.0001679336591088636,91.70310227052423,33.454001891137885,False,0.0008506879120519574,5.253567587147009e-05,3.0,26.0,0.0,92.79427983393066,0.0,0.6853597639986587,0.0001679336591088636,,,0,0,,0.0,,,,,runs/pretrainsport2w2_W6/ckpt_latest.pkl
full,sport2w2,W6,,ret_t8,strat512,8,1,rg,,512,0.140625,33.08155177052976,18.262077023080053,True,0.23684210526315788,0.12385321100917432,0.0,0.0,0.994140625,9.572727272727272,0.0,1.0,0.140625,,,0,0,,0.0,,,,,runs/pretrainsport2w2_W6/ckpt_latest.pkl
full,sport2w2,W6,,strat_t256,strat512,256,1,rg,,512,0.0,,,False,0.0,0.0,14.5,27.5,0.0,209.173828125,0.0,0.1004253065020728,0.0,,,,,,0.0,,,,,runs/pretrainsport2w2_W6/ckpt_latest.pkl
full,sport2w2,W6,,strat_t6,strat512,6,1,rg,,512,0.013671875,31.245421913417083,1.0182792983436346,True,0.09210526315789473,0.0,3.0,3.0,0.0,35.03168316831683,0.0,1.0,0.013671875,,,0,0,,0.0,,,,,runs/pretrainsport2w2_W6/ckpt_latest.pkl
full,sport2w2,W6,,strat_t64,strat512,64,1,rg,,512,0.001953125,,,False,0.013157894736842105,0.0,14.5,27.5,0.0,89.92563600782779,0.0,0.7034820557529506,0.001953125,,,0,0,,0.0,,,,,runs/pretrainsport2w2_W6/ckpt_latest.pkl
full,sport2w2,W6,,val_t64,64,64,1,rg,,64,0.0,,,False,0.0,0.0,11.0,11.0,0.0,86.84375,0.0,0.7182565585892392,0.0,,,,,,0.0,,,,,runs/pretrainsport2w2_W6/ckpt_latest.pkl
full,sport2w2,W7,,full_t6,full,6,1,rg,,422786,0.023707029088001968,30.487181385407837,2.044190551368453,True,0.1639700950480148,0.0,2.0,3.0,0.0,31.896281885731035,0.0,0.9999936889223056,0.023707029088001968,,,0,0,,0.0,,,,,runs/pretrainsport2w2_W7/ckpt_latest.pkl
full,sport2w2,W7,,full_t64,full,64,1,rg,,422786,0.0034438226431338786,40.429593411032,10.589898896805249,False,0.018044399365255943,0.0009760575569804705,12.0,20.0,0.0,29.357346972681746,0.0,0.9908860957964938,0.0034438226431338786,,,0,0,,0.0,,,,,runs/pretrainsport2w2_W7/ckpt_latest.pkl
full,sport2w2,W7,,ret_t8,strat512,8,1,rg,,512,0.60546875,22.4485989658001,28.28036469100493,True,0.7763157894736842,0.5756880733944955,0.0,0.0,1.0,4.237623762376238,0.0,1.0,0.60546875,,,0,0,,0.0,,,,,runs/pretrainsport2w2_W7/ckpt_latest.pkl
full,sport2w2,W7,,strat_t256,strat512,256,16,rg,,512,0.0234375,43.38446467368448,20.852220251922457,False,0.07894736842105263,0.013761467889908258,12.0,21.900000000000006,0.0,19.052,0.0,0.9977341392862993,0.09375,,,3,13,,0.072,,,,,runs/pretrainsport2w2_W7/ckpt_latest.pkl
full,sport2w2,W7,,strat_t6,strat512,6,3,rg,,512,0.015625,30.644784594482847,3.0461346197503034,True,0.10526315789473684,0.0,2.0,3.5999999999999996,0.0,31.86706349206349,0.0,1.0,0.015625,,,0,0,,0.0,,,,,runs/pretrainsport2w2_W7/ckpt_latest.pkl
full,sport2w2,W7,,strat_t64,strat512,64,16,rg,,512,0.00390625,39.29936277276717,10.078469115309817,False,0.02631578947368421,0.0,12.0,19.0,0.0,29.00588235294118,0.0,0.9917410297353303,0.021484375,,,3,15,,0.01764705882352941,,,,,runs/pretrainsport2w2_W7/ckpt_latest.pkl
full,sport2w2,W7,,val_t64,64,64,1,rg,,64,0.0,,,False,0.0,0.0,13.0,14.5,0.0,29.84375,0.0,0.995705486280734,0.0,,,,,,0.0,,,,,runs/pretrainsport2w2_W7/ckpt_latest.pkl
full,sport2w2,W8,,full_t6,full,6,1,rg,,422786,0.02349415543561045,30.667016105208802,1.8008012078481086,True,0.16248139120192387,2.765035572182636e-06,2.0,3.0,0.0,37.27570345861602,0.0,1.0,0.02349415543561045,,,0,0,,0.0,,,,,runs/pretrainsport2w2_W8/ckpt_latest.pkl
full,sport2w2,W8,,full_t64,full,64,1,rg,,422786,0.09351066496998482,30.30228022681767,8.460557973904939,True,0.472491697613166,0.02945592395046162,14.0,28.0,0.0,34.82098676846245,1.1826314021750956e-05,0.9999995227020956,0.09351066496998482,,,0,0,,0.0,,,,,runs/pretrainsport2w2_W8/ckpt_latest.pkl
full,sport2w2,W8,,ret_t8,strat512,8,1,rg,,512,1.0,,,False,1.0,1.0,0.0,0.0,1.0,,0.0,1.0,1.0,,,0,0,,,,,,,runs/pretrainsport2w2_W8/ckpt_latest.pkl
full,sport2w2,W8,,strat_t256,strat512,256,16,rg,,512,0.083984375,30.15675208211394,7.796777177168409,True,0.4342105263157895,0.022935779816513763,13.0,25.60000000000001,0.0,33.33475479744136,0.0,1.0,0.169921875,,,1,7,,0.09381663113006397,,,,,runs/pretrainsport2w2_W8/ckpt_latest.pkl
full,sport2w2,W8,,strat_t6,strat512,6,1,rg,,512,0.013671875,31.245421913417083,1.0182792983436346,True,0.09210526315789473,0.0,2.0,2.4000000000000004,0.0,36.41386138613861,0.0,1.0,0.013671875,,,0,0,,0.0,,,,,runs/pretrainsport2w2_W8/ckpt_latest.pkl
full,sport2w2,W8,,strat_t64,strat512,64,16,rg,,512,0.083984375,30.15675208211394,7.796777177168409,True,0.4342105263157895,0.022935779816513763,13.0,25.60000000000001,0.0,33.46268656716418,0.0,1.0,0.166015625,,,0,7,,0.08955223880597014,,,,,runs/pretrainsport2w2_W8/ckpt_latest.pkl
full,sport2w2,W8,,val_t64,64,64,1,rg,,64,0.046875,,,False,0.13333333333333333,0.02040816326530612,17.0,35.4,0.0,35.77049180327869,0.0,1.0036134087980315,0.046875,,,0,0,,0.0,,,,,runs/pretrainsport2w2_W8/ckpt_latest.pkl
full,sport2w2,W9,,full_t6,full,6,1,rg,,422786,0.023177210219827524,31.092125014040718,2.151178426018551,True,0.16030559327302174,0.0,3.0,4.0,0.0,36.784252288812965,0.0,0.999999446319606,0.023177210219827524,,,0,0,,0.0,,,,,runs/pretrainsport2w2_W9/ckpt_latest.pkl
full,sport2w2,W9,,full_t64,full,64,1,rg,,422786,0.05241658900720459,30.517677893628306,6.2625887678804935,True,0.2806779328283737,0.013836238003201912,19.0,47.0,0.0,27.290491107644307,7.095788413050574e-06,0.9875132782044864,0.05241658900720459,,,0,0,,0.0,,,,,runs/pretrainsport2w2_W9/ckpt_latest.pkl
full,sport2w2,W9,,ret_t8,strat512,8,1,rg,,512,1.0,,,False,1.0,1.0,0.0,0.0,1.0,,0.0,1.0,1.0,,,0,0,,,,,,,runs/pretrainsport2w2_W9/ckpt_latest.pkl
full,sport2w2,W9,,strat_t256,strat512,256,16,rg,,512,0.05859375,30.84729521366533,7.56452846984258,True,0.21052631578947367,0.03211009174311927,29.0,46.0,0.0,27.323651452282157,0.0,0.9823467548076923,0.078125,,,0,7,,0.02074688796680498,,,,,runs/pretrainsport2w2_W9/ckpt_latest.pkl
full,sport2w2,W9,,strat_t6,strat512,6,1,rg,,512,0.013671875,31.245421913417083,1.0182792983436346,True,0.09210526315789473,0.0,2.0,3.0,0.0,36.38415841584158,0.0,1.0,0.013671875,,,0,0,,0.0,,,,,runs/pretrainsport2w2_W9/ckpt_latest.pkl
full,sport2w2,W9,,strat_t64,strat512,64,16,rg,,512,0.052734375,30.964139305845244,7.365077900161438,True,0.19736842105263158,0.027522935779816515,23.0,42.0,0.0,26.31340206185567,0.0,0.9882422987891738,0.072265625,,,0,11,,0.020618556701030927,,,,,runs/pretrainsport2w2_W9/ckpt_latest.pkl
full,sport2w2,W9,,val_t64,64,64,1,rg,,64,0.03125,50.90994310920256,32.982076512725314,False,0.0,0.04081632653061224,28.0,40.0,0.0,32.32258064516129,0.0,0.9746078888550116,0.03125,,,0,0,,0.0,,,,,runs/pretrainsport2w2_W9/ckpt_latest.pkl
full,sport3a,A10,,full_t6,full,6,1,rg,,422786,0.022841342901609798,31.319338304623052,2.4931906487056588,True,0.15798256089780294,0.0,3.0,4.0,0.0,35.89220074117286,0.0,0.9999994421079558,0.022841342901609798,,,0,0,,0.0,,,,,runs/pretrainsport3a_A10/ckpt_latest.pkl
full,sport3a,A10,,full_t64,full,64,1,rg,,422786,0.09037432649141647,30.709643853829867,9.104154932437769,True,0.4443699183666792,0.0305425829303294,12.0,23.0,0.0,30.543534844777508,0.0008349377699356175,0.9997230578301743,0.09037432649141647,,,0,0,,0.0,,,,,runs/pretrainsport3a_A10/ckpt_latest.pkl
full,sport3a,A10,,full_t64_valbest,full,64,1,rg,,422786,0.10456826858032196,30.225908795038283,8.932420549967661,True,0.5142244834524842,0.03532885950577754,16.0,32.0,0.0,34.82166064409788,0.00012062840302185975,0.9999740214049325,0.10456826858032196,,,0,0,,0.0,,,,,runs/pretrainsport3a_A10/ckpt_040000.pkl
full,sport3a,A10,,ret_t8,strat512,8,1,rg,,512,1.0,,,False,1.0,1.0,0.0,1.0,0.650390625,,0.0,1.0,1.0,,,0,0,,,,,,,runs/pretrainsport3a_A10/ckpt_latest.pkl
full,sport3a,A10,,retfm_t8,strat512,8,1,rg,,512,1.0,,,False,1.0,1.0,0.0,0.0,0.98828125,,0.0,1.0,1.0,,,0,0,,,,,,,runs/pretrainsport3a_A10/ckpt_latest.pkl
full,sport3a,A10,,strat_t256,strat512,256,16,rg,,512,0.0859375,31.279411678895052,10.115777133721789,True,0.42105263157894735,0.027522935779816515,12.0,35.500000000000014,0.0,29.4017094017094,0.00390625,0.9997023014601139,0.21484375,,,2,13,,0.14102564102564102,,,,,runs/pretrainsport3a_A10/ckpt_latest.pkl
full,sport3a,A10,,strat_t6,strat512,6,2,rg,,512,0.013671875,31.245421913417083,1.0182792983436346,True,0.09210526315789473,0.0,3.0,3.0,0.0,35.3980198019802,0.0,1.0,0.013671875,,,0,0,,0.0,,,,,runs/pretrainsport3a_A10/ckpt_latest.pkl
full,sport3a,A10,,strat_t64,strat512,64,16,rg,,512,0.08203125,31.382815438811583,10.062164116625967,True,0.42105263157894735,0.022935779816513763,12.0,23.499999999999993,0.0,30.26808510638298,0.001953125,0.9997744168447293,0.2109375,,,2,13,,0.14042553191489363,,,,,runs/pretrainsport3a_A10/ckpt_latest.pkl
full,sport3a,A10,,val_t64,64,64,1,rg,,64,0.03125,50.90994310920256,32.98207651272531,False,0.06666666666666667,0.02040816326530612,9.5,9.9,0.0,31.532258064516128,0.0,1.002962367131365,0.03125,,,0,0,,0.0,,,,,runs/pretrainsport3a_A10/ckpt_latest.pkl
full,sport3a,A2,,full_t6,full,6,1,rg,,422786,0.02352253858926265,30.574856139194374,1.6567821209176192,True,0.16269406317993684,0.0,2.0,3.0,0.0,31.656582073970366,0.0,1.0,0.02352253858926265,,,0,0,,0.0,,,,,runs/pretrainsport3a_A2/ckpt_latest.pkl
full,sport3a,A2,,full_t64,full,64,1,rg,,422786,0.17727644718604685,31.751652817763897,17.875683199921216,True,0.7326222454889002,0.08341282810603358,14.0,39.0,0.0,21.266004668866938,0.0,0.9997498193862567,0.17727644718604685,,,0,0,,0.0,,,,,runs/pretrainsport3a_A2/ckpt_latest.pkl
full,sport3a,A2,,ret_t8,strat512,8,1,rg,,512,0.54296875,24.83622340704317,9.52874375102832,True,0.8421052631578947,0.4908256880733945,0.0,1.0,0.5511022044088176,7.461538461538462,0.0,1.0,0.54296875,,,0,0,,0.0,,,,,runs/pretrainsport3a_A2/ckpt_latest.pkl
full,sport3a,A2,,retfm_t8,strat512,8,1,rg,,512,1.0,,,False,1.0,1.0,1.0,1.0,0.447265625,,0.0,1.0,1.0,,,0,0,,,,,,,runs/pretrainsport3a_A2/ckpt_latest.pkl
full,sport3a,A2,,strat_t256,strat512,256,15,rg,,512,0.17578125,35.89790181899174,29.755922301705517,False,0.6973684210526315,0.08486238532110092,16.5,70.0,0.0,17.959715639810426,0.0,0.9997920921840959,0.291015625,,,0,4,,0.13981042654028436,,,,,runs/pretrainsport3a_A2/ckpt_latest.pkl
full,sport3a,A2,,strat_t6,strat512,6,1,rg,,512,0.013671875,31.245421913417083,1.0182792983436346,True,0.09210526315789473,0.0,2.0,3.0,0.0,31.44950495049505,0.0,1.0,0.013671875,,,0,0,,0.0,,,,,runs/pretrainsport3a_A2/ckpt_latest.pkl
full,sport3a,A2,,strat_t64,strat512,64,15,rg,,512,0.1953125,34.18453110681678,27.153494678495978,True,0.75,0.09862385321100918,14.0,37.599999999999994,0.0,21.444174757281555,0.0,0.9999425551470589,0.26953125,,,0,2,,0.09223300970873786,,,,,runs/pretrainsport3a_A2/ckpt_latest.pkl
full,sport3a,A2,,val_t64,64,64,1,rg,,64,0.15625,,,False,0.2,0.14285714285714285,26.5,39.3,0.0,21.5,0.0,1.0036134087980315,0.15625,,,0,0,,0.0,,,,,runs/pretrainsport3a_A2/ckpt_latest.pkl
full,sport3a,A2s1,,full_t6,full,6,1,rg,,422786,0.0234728680703713,30.752628070665253,2.0217795231586293,True,0.16233415675560717,2.765035572182636e-06,2.0,3.0,0.0,30.653545252408794,0.0,0.9999996307621414,0.0234728680703713,,,0,0,,0.0,,,,,runs/pretrainsport3a_A2s1/ckpt_latest.pkl
full,sport3a,A2s1,,full_t64,full,64,1,rg,,422786,0.024047626931828395,40.06219297584465,16.816297791513154,False,0.11325600798337887,0.008969775396160472,13.0,44.0,0.0,23.062987889554286,0.0,0.9997795359059972,0.024047626931828395,,,0,0,,0.0,,,,,runs/pretrainsport3a_A2s1/ckpt_latest.pkl
full,sport3a,A2s1,,full_t64_valbest,full,64,1,rg,,422786,0.06828750242439438,32.50214434222247,10.972033134642466,True,0.31881165442439513,0.025944328773789674,18.0,41.0,0.0,19.61427973039869,0.0,0.9999996285336025,0.06828750242439438,,,0,0,,0.0,,,,,runs/pretrainsport3a_A2s1/ckpt_010000.pkl
full,sport3a,A2s1,,ret_t8,strat512,8,1,rg,,512,0.986328125,,,False,1.0,0.9839449541284404,0.0,0.0,0.9921875,3.0,0.0,1.0,0.986328125,,,0,0,,0.0,,,,,runs/pretrainsport3a_A2s1/ckpt_latest.pkl
full,sport3a,A2s1,,retfm_t8,strat512,8,1,rg,,512,0.669921875,-0.6845162207634203,160.98617586038003,False,0.8026315789473685,0.6467889908256881,1.0,2.0,0.201171875,3.5562130177514795,0.0,1.0,0.669921875,,,0,0,,0.0,,,,,runs/pretrainsport3a_A2s1/ckpt_latest.pkl
full,sport3a,A2s1,,strat_t256,strat512,256,16,rg,,512,0.0234375,35.423800828010144,10.899150293224366,False,0.11842105263157894,0.006880733944954129,20.0,110.80000000000001,0.0,26.132,0.0,0.9998674349547512,0.173828125,,,6,14,,0.154,,,,,runs/pretrainsport3a_A2s1/ckpt_latest.pkl
full,sport3a,A2s1,,strat_t6,strat512,6,2,rg,,512,0.01171875,33.76035155158213,0.758515208000706,True,0.07894736842105263,0.0,2.0,3.0,0.0,30.280632411067195,0.0,1.0,0.013671875,,,0,1,,0.001976284584980237,,,,,runs/pretrainsport3a_A2s1/ckpt_latest.pkl
full,sport3a,A2s1,,strat_t64,strat512,64,16,rg,,512,0.021484375,54.13655868955535,32.93236944366753,False,0.11842105263157894,0.0045871559633027525,13.0,41.599999999999994,0.0,22.806387225548903,0.0,0.9997937334656084,0.11328125,,,7,15,,0.09381237524950099,,,,,runs/pretrainsport3a_A2s1/ckpt_latest.pkl
full,sport3a,A2s1,,val_t64,64,64,1,rg,,64,0.0,,,False,0.0,0.0,11.0,27.4,0.0,26.015625,0.0,1.0036134087980315,0.0,,,,,,0.0,,,,,runs/pretrainsport3a_A2s1/ckpt_latest.pkl
full,sport3a,A3,,full_t6,full,6,1,rg,,422786,0.023510712275240903,30.57179072424169,1.5091754443575973,True,0.16261226626531647,0.0,2.0,3.0,0.0,32.64635723732336,0.0,0.9999965028758224,0.023510712275240903,,,0,0,,0.0,,,,,runs/pretrainsport3a_A3/ckpt_latest.pkl
full,sport3a,A3,,full_t64,full,64,1,rg,,422786,0.15437833797713263,30.120721018853747,11.57508359861586,True,0.7186349730888151,0.05900862414594964,15.0,30.0,0.0,31.784653596891896,0.0,0.9999369710154135,0.15437833797713263,,,0,0,,0.0,,,,,runs/pretrainsport3a_A3/ckpt_latest.pkl
full,sport3a,A3,,full_t64_valbest,full,64,1,rg,,422786,0.15482064212154611,29.976724229121245,11.211965139399604,True,0.7173589412207372,0.059741358572578035,14.0,30.0,0.0,31.07167604175412,0.0,0.9999422807709307,0.15482064212154611,,,0,0,,0.0,,,,,runs/pretrainsport3a_A3/ckpt_045000.pkl
full,sport3a,A3,,ret_t8,strat512,8,1,rg,,512,1.0,,,False,1.0,1.0,0.0,0.0,1.0,,0.0,1.0,1.0,,,0,0,,,,,,,runs/pretrainsport3a_A3/ckpt_latest.pkl
full,sport3a,A3,,retfm_t8,strat512,8,1,rg,,512,1.0,,,False,1.0,1.0,0.0,0.0,1.0,,0.0,1.0,1.0,,,0,0,,,,,,,runs/pretrainsport3a_A3/ckpt_latest.pkl
full,sport3a,A3,,strat_t256,strat512,256,16,rg,,512,0.138671875,31.750021583696718,14.77045528099104,True,0.631578947368421,0.052752293577981654,15.0,33.20000000000002,0.0,30.829931972789115,0.0,0.9999441964285715,0.220703125,,,0,8,,0.09523809523809523,,,,,runs/pretrainsport3a_A3/ckpt_latest.pkl
full,sport3a,A3,,strat_t6,strat512,6,2,rg,,512,0.013671875,31.245421913417083,1.0182792983436346,True,0.09210526315789473,0.0,2.0,3.0,0.0,32.59405940594059,0.0,1.0,0.013671875,,,0,0,,0.0,,,,,runs/pretrainsport3a_A3/ckpt_latest.pkl
full,sport3a,A3,,strat_t64,strat512,64,15,rg,,512,0.15625,30.17033329570443,11.829870685921552,True,0.7105263157894737,0.05963302752293578,14.5,30.299999999999997,0.0,31.805555555555557,0.0,0.9999248798076923,0.220703125,,,0,8,,0.0763888888888889,,,,,runs/pretrainsport3a_A3/ckpt_latest.pkl
full,sport3a,A3,,val_t64,64,64,1,rg,,64,0.125,,,False,0.2,0.10204081632653061,19.0,28.0,0.0,32.30357142857143,0.0,1.0036134087980315,0.125,,,0,0,,0.0,,,,,runs/pretrainsport3a_A3/ckpt_latest.pkl
full,sport3a,A3s1,,full_t6,full,6,1,rg,,422786,0.023527269114871352,30.49042365902379,1.336487506109812,True,0.162726781945785,0.0,2.0,3.0,0.0,32.76158260241886,0.0,0.9999982338657557,0.023527269114871352,,,0,0,,0.0,,,,,runs/pretrainsport3a_A3s1/ckpt_latest.pkl
full,sport3a,A3s1,,full_t64,full,64,1,rg,,422786,0.17094227339599702,29.745565672540483,11.52592425798026,True,0.779655471395619,0.06805858557370341,15.0,29.0,0.0,32.17603005871378,0.0,0.9999360065866788,0.17094227339599702,,,0,0,,0.0,,,,,runs/pretrainsport3a_A3s1/ckpt_latest.pkl
full,sport3a,A3s1,,full_t64_valbest,full,64,1,rg,,422786,0.17865303013817865,29.09717951249559,10.046955744469978,True,0.8221898669982168,0.06988350905134394,16.0,31.0,0.0,31.147350354495558,0.0,0.9999987433987113,0.17865303013817865,,,0,0,,0.0,,,,,runs/pretrainsport3a_A3s1/ckpt_030000.pkl
full,sport3a,A3s1,,ret_t8,strat512,8,1,rg,,512,1.0,,,False,1.0,1.0,0.0,0.0,1.0,,0.0,1.0,1.0,,,0,0,,,,,,,runs/pretrainsport3a_A3s1/ckpt_latest.pkl
full,sport3a,A3s1,,retfm_t8,strat512,8,1,rg,,512,1.0,,,False,1.0,1.0,0.0,0.0,1.0,,0.0,1.0,1.0,,,0,0,,,,,,,runs/pretrainsport3a_A3s1/ckpt_latest.pkl
full,sport3a,A3s1,,strat_t256,strat512,256,16,rg,,512,0.068359375,33.45644798449164,12.864214497799333,True,0.3026315789473684,0.027522935779816515,14.0,37.2,0.0,34.020964360587,0.0,0.999927662037037,0.158203125,,,3,14,,0.09643605870020965,,,,,runs/pretrainsport3a_A3s1/ckpt_latest.pkl
full,sport3a,A3s1,,strat_t6,strat512,6,2,rg,,512,0.013671875,31.245421913417083,1.0182792983436346,True,0.09210526315789473,0.0,2.0,3.0,0.0,32.770297029702974,0.0,1.0,0.013671875,,,0,0,,0.0,,,,,runs/pretrainsport3a_A3s1/ckpt_latest.pkl
full,sport3a,A3s1,,strat_t64,strat512,64,16,rg,,512,0.1640625,29.319721293999518,9.89982986686083,True,0.6842105263157895,0.07339449541284404,14.0,31.700000000000003,0.0,31.72429906542056,0.0,1.0,0.21875,,,0,11,,0.06542056074766354,,,,,runs/pretrainsport3a_A3s1/ckpt_latest.pkl
full,sport3a,A3s1,,val_t64,64,64,1,rg,,64,0.09375,,,False,0.13333333333333333,0.08163265306122448,13.0,29.60000000000001,0.0,32.05172413793103,0.0,1.0036134087980315,0.09375,,,0,0,,0.0,,,,,runs/pretrainsport3a_A3s1/ckpt_latest.pkl
full,sport3a,A4,,full_t6,full,6,1,rg,,422786,0.023534364903284404,30.586861883706636,1.772222902871499,True,0.16277586009455725,0.0,2.0,3.0,0.0,34.39801034793477,0.0,0.9999993057773312,0.023534364903284404,,,0,0,,0.0,,,,,runs/pretrainsport3a_A4/ckpt_latest.pkl
full,sport3a,A4,,full_t64,full,64,1,rg,,422786,0.07862606614220906,34.331860292597376,15.30566187099202,True,0.3704418669327793,0.029303846993991578,14.0,30.0,0.0,30.469115170558396,0.0,0.999994717219477,0.07862606614220906,,,0,0,,0.0,,,,,runs/pretrainsport3a_A4/ckpt_latest.pkl
full,sport3a,A4,,full_t64_valbest,full,64,1,rg,,422786,0.11648682785144257,30.28163168750598,9.738950941358857,True,0.5581167078377803,0.04184328331383983,26.0,39.0,0.0,4.38075210755561,0.0012890682283708543,0.9998688429226431,0.11648682785144257,,,0,0,,0.0,,,,,runs/pretrainsport3a_A4/ckpt_010000.pkl
full,sport3a,A4,,ret_t8,strat512,8,1,rg,,512,0.998046875,,,False,0.9868421052631579,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.998046875,,,0,0,,0.0,,,,,runs/pretrainsport3a_A4/ckpt_latest.pkl
full,sport3a,A4,,retfm_t8,strat512,8,1,rg,,512,0.947265625,,,False,0.9736842105263158,0.9426605504587156,0.0,2.0,0.7740667976424361,3.111111111111111,0.0,0.9999218750000001,0.947265625,,,0,0,,0.0,,,,,runs/pretrainsport3a_A4/ckpt_latest.pkl
full,sport3a,A4,,strat_t256,strat512,256,16,rg,,512,0.091796875,32.42984106508989,12.821059353357887,True,0.35526315789473684,0.045871559633027525,13.0,42.29999999999997,0.0,29.397849462365592,0.0,1.0,0.265625,,,1,8,,0.1913978494623656,,,,,runs/pretrainsport3a_A4/ckpt_latest.pkl
full,sport3a,A4,,strat_t6,strat512,6,7,rg,,512,0.013671875,31.245421913417083,1.0182792983436346,True,0.09210526315789473,0.0,2.0,3.0,0.0,34.13465346534653,0.0,1.0,0.013671875,,,0,0,,0.0,,,,,runs/pretrainsport3a_A4/ckpt_latest.pkl
full,sport3a,A4,,strat_t64,strat512,64,14,rg,,512,0.07421875,35.03838784914794,16.26503010405521,False,0.2894736842105263,0.03669724770642202,13.0,24.299999999999997,0.0,30.071729957805907,0.0,1.0,0.240234375,,,2,9,,0.17932489451476794,,,,,runs/pretrainsport3a_A4/ckpt_latest.pkl
full,sport3a,A4,,val_t64,64,64,1,rg,,64,0.015625,46.72867829308964,22.702549732273543,False,0.0,0.02040816326530612,12.0,21.5,0.0,31.174603174603174,0.0,1.0036134087980315,0.015625,,,0,0,,0.0,,,,,runs/pretrainsport3a_A4/ckpt_latest.pkl
full,sport3a,A4s1,,full_t6,full,6,1,rg,,422786,0.023515442800849603,30.53910851967585,1.377413062565117,True,0.16264498503116462,0.0,2.0,3.0,0.0,32.82447607328676,0.0,1.0,0.023515442800849603,,,0,0,,0.0,,,,,runs/pretrainsport3a_A4s1/ckpt_latest.pkl
full,sport3a,A4s1,,full_t64,full,64,1,rg,,422786,0.21203161883316857,30.193422904924716,15.777850095023684,True,0.8873983673335841,0.09788225925526532,17.0,36.0,0.0,12.378886480840002,0.0,0.999869757512122,0.21203161883316857,,,0,0,,0.0,,,,,runs/pretrainsport3a_A4s1/ckpt_latest.pkl
full,sport3a,A4s1,,full_t64_valbest,full,64,1,rg,,422786,0.16586878468066588,29.791634342876936,11.355099442963995,True,0.7569977260457735,0.0659571585388446,24.0,45.0,0.0,10.169707848091216,0.0,1.0,0.16586878468066588,,,0,0,,0.0,,,,,runs/pretrainsport3a_A4s1/ckpt_015000.pkl
full,sport3a,A4s1,,ret_t8,strat512,8,1,rg,,512,0.99609375,,,False,1.0,0.9954128440366973,0.0,0.0,1.0,3.0,0.0,1.0,0.99609375,,,0,0,,0.0,,,,,runs/pretrainsport3a_A4s1/ckpt_latest.pkl
full,sport3a,A4s1,,retfm_t8,strat512,8,1,rg,,512,1.0,,,False,1.0,1.0,0.0,0.0,0.94921875,,0.0,1.0,1.0,,,0,0,,,,,,,runs/pretrainsport3a_A4s1/ckpt_latest.pkl
full,sport3a,A4s1,,strat_t256,strat512,256,15,rg,,512,0.26171875,32.078699198885566,28.348667088910044,True,0.9210526315789473,0.14678899082568808,19.0,76.6,0.0,7.415343915343915,0.0,0.9998404947916667,0.37109375,,,0,5,,0.14814814814814814,,,,,runs/pretrainsport3a_A4s1/ckpt_latest.pkl
full,sport3a,A4s1,,strat_t6,strat512,6,2,rg,,512,0.013671875,31.245421913417083,1.0182792983436346,True,0.09210526315789473,0.0,2.0,3.0,0.0,32.499009900990096,0.0,1.0,0.013671875,,,0,0,,0.0,,,,,runs/pretrainsport3a_A4s1/ckpt_latest.pkl
