kind,campaign,arm,suffix,eval,set,t,k,cell,ema,n,cold,g50,width,g50_in_range,p_cold_r0,yield,fe_med,fe_p90,fe_step1,viol_fail,valid_wrong,givens_kept,rho,b1,r_med,k50,k90,rescue_1,rescue_any,auc,spurious,t1r,t1r_over_verified,ckpt
screen,champ,C3,s010000,,strat512,16,256,dec,True,512,0.9296875,4.092652776829404,35.700912044920024,False,1.0,0.9174311926605505,1.0,5.0,0.21218487394957983,33.833333333333336,0.0,1.0,0.998046875,0.931640625,1.0,0,0,0.3888888888888889,0.9722222222222222,0.9910057892844673,0.00011033873993158998,0.998046875,1.0,runs/pretrainchamp_C3/ckpt_010000.pkl
screen,champ,C3,s020000,,strat512,16,256,dec,True,512,0.962890625,13.52148052797312,15.154766528030931,False,1.0,0.9564220183486238,1.0,6.0,0.3813387423935091,35.78947368421053,0.0,1.0,0.99609375,0.958984375,1.0,0,0,0.5789473684210527,0.8947368421052632,0.9918090292990371,0.0,0.99609375,1.0,runs/pretrainchamp_C3/ckpt_020000.pkl
screen,champ,C3,s030000,,strat512,16,256,dec,True,512,0.94921875,10.527531587053582,21.605655674992615,False,1.0,0.9403669724770642,1.0,4.0,0.4403292181069959,31.692307692307693,0.0,1.0,0.99609375,0.935546875,1.0,0,0,0.19230769230769232,0.9230769230769231,0.9925731593131646,0.0,0.99609375,1.0,runs/pretrainchamp_C3/ckpt_030000.pkl
screen,champ,C3,s040000,,strat512,16,256,dec,True,512,0.9375,13.158122822122342,19.043463077152516,False,1.0,0.926605504587156,1.0,4.0,0.4666666666666667,30.40625,0.0,1.0,0.9921875,0.94140625,1.0,0,0,0.375,0.875,0.9937558998573451,0.0,0.9921875,1.0,runs/pretrainchamp_C3/ckpt_040000.pkl
screen,champ,C3,vb,,strat512,16,256,dec,True,512,0.94140625,13.90220650127127,17.329703405671953,False,1.0,0.9311926605504587,1.0,4.0,0.3236514522821577,35.6,0.0,1.0,0.998046875,0.939453125,1.0,0,0,0.4666666666666667,0.9666666666666667,0.9924137344246842,0.0,0.998046875,1.0,runs/pretrainchamp_C3/ckpt_018000.pkl
screen,champ,C4,s010000,,strat512,16,256,dec,True,512,0.951171875,1.9213207376134527,34.22594454012662,False,1.0,0.9426605504587156,1.0,5.0,0.3141683778234086,37.84,0.0,1.0,1.0,0.9609375,1.0,0,0,0.6,1.0,0.9929859001986674,0.0,1.0,1.0,runs/pretrainchamp_C4/ckpt_010000.pkl
screen,champ,C4,s020000,,strat512,16,256,dec,True,512,0.96484375,5.7306593653350255,25.516408256426995,False,1.0,0.9587155963302753,1.0,4.0,0.32186234817813764,36.888888888888886,0.0,1.0,0.998046875,0.96875,1.0,0,0,0.5555555555555556,0.9444444444444444,0.995363743491847,0.0,0.99609375,0.9980430528375733,runs/pretrainchamp_C4/ckpt_020000.pkl
screen,champ,C4,vb,,strat512,16,256,dec,True,512,0.96484375,5.7306593653350255,25.516408256426995,False,1.0,0.9587155963302753,1.0,4.0,0.32186234817813764,36.888888888888886,0.0,1.0,0.998046875,0.96875,1.0,0,0,0.5555555555555556,0.9444444444444444,0.995363743491847,0.0,0.99609375,0.9980430528375733,runs/pretrainchamp_C4/ckpt_020000.pkl
screen,champ,C5,s010000,,strat512,16,256,dec,True,512,0.853515625,12.038850808955745,32.544866374408315,False,1.0,0.8279816513761468,3.0,7.0,0.041189931350114416,29.96,0.0,1.0,0.998046875,0.83984375,1.0,0,2,0.26666666666666666,0.9866666666666667,0.9820638081870355,0.0003123048094940662,0.998046875,1.0,runs/pretrainchamp_C5/ckpt_010000.pkl
screen,champ,C5,s020000,,strat512,16,256,dec,True,512,0.169921875,30.80532134715593,14.504687876454744,True,0.4605263157894737,0.11926605504587157,3.0,9.0,0.0603448275862069,14.312941176470588,0.001953125,0.9999248798076923,0.998046875,0.927734375,1.0,1,1,0.9223529411764706,0.9976470588235294,0.9854609620253615,0.0012607449856733525,0.99609375,0.9980430528375733,runs/pretrainchamp_C5/ckpt_020000.pkl
screen,champ,C5,vb,,strat512,16,256,dec,True,512,0.96875,-3.048930285777928,35.9572874281693,False,1.0,0.963302752293578,2.0,6.0,0.17137096774193547,37.25,0.0,1.0,1.0,0.947265625,1.0,0,0,0.4375,1.0,0.9893983286705271,0.0005343783398646241,0.998046875,0.998046875,runs/pretrainchamp_C5/ckpt_046000.pkl
screen,champ,C6,s010000,,strat512,16,256,dec,True,512,0.94140625,13.2159612579667,18.454278735777997,False,1.0,0.9311926605504587,1.0,5.0,0.13485477178423236,34.166666666666664,0.0,1.0,0.998046875,0.947265625,1.0,0,0,0.5333333333333333,0.9666666666666667,0.9890101595228022,0.00012454851164528583,0.998046875,1.0,runs/pretrainchamp_C6/ckpt_010000.pkl
screen,champ,C6,s020000,,strat512,16,256,dec,True,512,0.955078125,-56.55666377920839,117.53069328358286,False,1.0,0.9472477064220184,1.0,5.0,0.28016359918200406,33.608695652173914,0.0,1.0,0.99609375,0.958984375,1.0,0,0,0.5652173913043478,0.9130434782608695,0.9895435013128199,0.00016719612104999163,0.99609375,1.0,runs/pretrainchamp_C6/ckpt_020000.pkl
screen,champ,C6,s030000,,strat512,16,256,dec,True,512,0.94921875,11.659130697509246,19.862544572479603,False,1.0,0.9403669724770642,1.0,4.0,0.2880658436213992,33.69230769230769,0.0,1.0,1.0,0.962890625,1.0,0,0,0.7307692307692307,1.0,0.9918979044157273,0.0,0.998046875,0.998046875,runs/pretrainchamp_C6/ckpt_030000.pkl
screen,champ,C6,s040000,,strat512,16,256,dec,True,512,0.939453125,13.541136071324672,18.162517874426833,False,1.0,0.9288990825688074,1.0,4.0,0.1496881496881497,32.41935483870968,0.0,1.0,0.998046875,0.951171875,1.0,0,0,0.41935483870967744,0.967741935483871,0.9931394478058382,0.0,0.998046875,1.0,runs/pretrainchamp_C6/ckpt_040000.pkl
screen,champ,C6,vb,,strat512,16,256,dec,True,512,0.955078125,6.461715471715198,26.626231654684158,False,1.0,0.9472477064220184,1.0,5.0,0.34355828220858897,34.26086956521739,0.0,1.0,0.998046875,0.962890625,1.0,0,0,0.5652173913043478,0.9565217391304348,0.9912812331547096,0.0,0.99609375,0.9980430528375733,runs/pretrainchamp_C6/ckpt_028000.pkl
