== EVAL ARTIFACTS on disk: 694 ==
kind | arm | sub | n | t | k | subset | cell | ema | init | recs | ckpt
full | psport2w2W7 | strat_t6 | 512 | 6 | 16 | 512 | rg | - | void | True | runs/pretrainsport2w2_W7/ckpt_latest.pkl
full | psport2w2W7 | strat_t64 | 512 | 64 | 16 | 512 | rg | - | void | True | runs/pretrainsport2w2_W7/ckpt_latest.pkl
full | psport2w2W7 | val_t64 | 64 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport2w2_W7/ckpt_latest.pkl
full | psport2w2W8 | full_t6 | 422786 | 6 | 0 | - | rg | - | void | True | runs/pretrainsport2w2_W8/ckpt_latest.pkl
full | psport2w2W8 | full_t64 | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport2w2_W8/ckpt_latest.pkl
full | psport2w2W8 | ret_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsport2w2_W8/ckpt_latest.pkl
full | psport2w2W8 | strat_t256 | 512 | 256 | 16 | 512 | rg | - | void | True | runs/pretrainsport2w2_W8/ckpt_latest.pkl
full | psport2w2W8 | strat_t6 | 512 | 6 | 16 | 512 | rg | - | void | True | runs/pretrainsport2w2_W8/ckpt_latest.pkl
full | psport2w2W8 | strat_t64 | 512 | 64 | 16 | 512 | rg | - | void | True | runs/pretrainsport2w2_W8/ckpt_latest.pkl
full | psport2w2W8 | val_t64 | 64 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport2w2_W8/ckpt_latest.pkl
full | psport2w2W9 | full_t6 | 422786 | 6 | 0 | - | rg | - | void | True | runs/pretrainsport2w2_W9/ckpt_latest.pkl
full | psport2w2W9 | full_t64 | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport2w2_W9/ckpt_latest.pkl
full | psport2w2W9 | ret_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsport2w2_W9/ckpt_latest.pkl
full | psport2w2W9 | strat_t256 | 512 | 256 | 16 | 512 | rg | - | void | True | runs/pretrainsport2w2_W9/ckpt_latest.pkl
full | psport2w2W9 | strat_t6 | 512 | 6 | 16 | 512 | rg | - | void | True | runs/pretrainsport2w2_W9/ckpt_latest.pkl
full | psport2w2W9 | strat_t64 | 512 | 64 | 16 | 512 | rg | - | void | True | runs/pretrainsport2w2_W9/ckpt_latest.pkl
full | psport2w2W9 | val_t64 | 64 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport2w2_W9/ckpt_latest.pkl
full | psport3aA10 | full_t6 | 422786 | 6 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A10/ckpt_latest.pkl
full | psport3aA10 | full_t64 | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A10/ckpt_latest.pkl
full | psport3aA10 | full_t64_valbest | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A10/ckpt_040000.pkl
full | psport3aA10 | ret_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsport3a_A10/ckpt_latest.pkl
full | psport3aA10 | retfm_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsport3a_A10/ckpt_latest.pkl
full | psport3aA10 | strat_t256 | 512 | 256 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A10/ckpt_latest.pkl
full | psport3aA10 | strat_t6 | 512 | 6 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A10/ckpt_latest.pkl
full | psport3aA10 | strat_t64 | 512 | 64 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A10/ckpt_latest.pkl
full | psport3aA10 | val_t64 | 64 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A10/ckpt_latest.pkl
full | psport3aA2 | full_t6 | 422786 | 6 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A2/ckpt_latest.pkl
full | psport3aA2 | full_t64 | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A2/ckpt_latest.pkl
full | psport3aA2 | ret_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsport3a_A2/ckpt_latest.pkl
full | psport3aA2 | retfm_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsport3a_A2/ckpt_latest.pkl
full | psport3aA2 | strat_t256 | 512 | 256 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A2/ckpt_latest.pkl
full | psport3aA2 | strat_t6 | 512 | 6 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A2/ckpt_latest.pkl
full | psport3aA2 | strat_t64 | 512 | 64 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A2/ckpt_latest.pkl
full | psport3aA2 | val_t64 | 64 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A2/ckpt_latest.pkl
full | psport3aA2s1 | full_t6 | 422786 | 6 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A2s1/ckpt_latest.pkl
full | psport3aA2s1 | full_t64 | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A2s1/ckpt_latest.pkl
full | psport3aA2s1 | full_t64_valbest | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A2s1/ckpt_010000.pkl
full | psport3aA2s1 | ret_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsport3a_A2s1/ckpt_latest.pkl
full | psport3aA2s1 | retfm_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsport3a_A2s1/ckpt_latest.pkl
full | psport3aA2s1 | strat_t256 | 512 | 256 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A2s1/ckpt_latest.pkl
full | psport3aA2s1 | strat_t6 | 512 | 6 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A2s1/ckpt_latest.pkl
full | psport3aA2s1 | strat_t64 | 512 | 64 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A2s1/ckpt_latest.pkl
full | psport3aA2s1 | val_t64 | 64 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A2s1/ckpt_latest.pkl
full | psport3aA3 | full_t6 | 422786 | 6 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A3/ckpt_latest.pkl
full | psport3aA3 | full_t64 | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A3/ckpt_latest.pkl
full | psport3aA3 | full_t64_valbest | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A3/ckpt_045000.pkl
full | psport3aA3 | ret_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsport3a_A3/ckpt_latest.pkl
full | psport3aA3 | retfm_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsport3a_A3/ckpt_latest.pkl
full | psport3aA3 | strat_t256 | 512 | 256 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A3/ckpt_latest.pkl
full | psport3aA3 | strat_t6 | 512 | 6 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A3/ckpt_latest.pkl
full | psport3aA3 | strat_t64 | 512 | 64 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A3/ckpt_latest.pkl
full | psport3aA3 | val_t64 | 64 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A3/ckpt_latest.pkl
full | psport3aA3s1 | full_t6 | 422786 | 6 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A3s1/ckpt_latest.pkl
full | psport3aA3s1 | full_t64 | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A3s1/ckpt_latest.pkl
full | psport3aA3s1 | full_t64_valbest | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A3s1/ckpt_030000.pkl
full | psport3aA3s1 | ret_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsport3a_A3s1/ckpt_latest.pkl
full | psport3aA3s1 | retfm_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsport3a_A3s1/ckpt_latest.pkl
full | psport3aA3s1 | strat_t256 | 512 | 256 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A3s1/ckpt_latest.pkl
full | psport3aA3s1 | strat_t6 | 512 | 6 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A3s1/ckpt_latest.pkl
full | psport3aA3s1 | strat_t64 | 512 | 64 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A3s1/ckpt_latest.pkl
full | psport3aA3s1 | val_t64 | 64 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A3s1/ckpt_latest.pkl
full | psport3aA4 | full_t6 | 422786 | 6 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A4/ckpt_latest.pkl
full | psport3aA4 | full_t64 | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A4/ckpt_latest.pkl
full | psport3aA4 | full_t64_valbest | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A4/ckpt_010000.pkl
full | psport3aA4 | ret_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsport3a_A4/ckpt_latest.pkl
full | psport3aA4 | retfm_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsport3a_A4/ckpt_latest.pkl
full | psport3aA4 | strat_t256 | 512 | 256 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A4/ckpt_latest.pkl
full | psport3aA4 | strat_t6 | 512 | 6 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A4/ckpt_latest.pkl
full | psport3aA4 | strat_t64 | 512 | 64 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A4/ckpt_latest.pkl
full | psport3aA4 | val_t64 | 64 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A4/ckpt_latest.pkl
full | psport3aA4s1 | full_t6 | 422786 | 6 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A4s1/ckpt_latest.pkl
full | psport3aA4s1 | full_t64 | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A4s1/ckpt_latest.pkl
full | psport3aA4s1 | full_t64_valbest | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A4s1/ckpt_015000.pkl
full | psport3aA4s1 | ret_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsport3a_A4s1/ckpt_latest.pkl
full | psport3aA4s1 | retfm_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsport3a_A4s1/ckpt_latest.pkl
full | psport3aA4s1 | strat_t256 | 512 | 256 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A4s1/ckpt_latest.pkl
full | psport3aA4s1 | strat_t6 | 512 | 6 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A4s1/ckpt_latest.pkl
full | psport3aA4s1 | strat_t64 | 512 | 64 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A4s1/ckpt_latest.pkl
full | psport3aA4s1 | val_t64 | 64 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A4s1/ckpt_latest.pkl
full | psport3aA5 | full_t6 | 422786 | 6 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A5/ckpt_latest.pkl
full | psport3aA5 | full_t64 | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A5/ckpt_latest.pkl
full | psport3aA5 | ret_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsport3a_A5/ckpt_latest.pkl
full | psport3aA5 | retfm_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsport3a_A5/ckpt_latest.pkl
full | psport3aA5 | strat_t256 | 512 | 256 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A5/ckpt_latest.pkl
full | psport3aA5 | strat_t6 | 512 | 6 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A5/ckpt_latest.pkl
full | psport3aA5 | strat_t64 | 512 | 64 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A5/ckpt_latest.pkl
full | psport3aA5 | val_t64 | 64 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A5/ckpt_latest.pkl
full | psport3aA5s1 | full_t6 | 422786 | 6 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A5s1/ckpt_latest.pkl
full | psport3aA5s1 | full_t64 | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A5s1/ckpt_latest.pkl
full | psport3aA5s1 | full_t64_valbest | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A5s1/ckpt_040000.pkl
full | psport3aA5s1 | ret_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsport3a_A5s1/ckpt_latest.pkl
full | psport3aA5s1 | retfm_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsport3a_A5s1/ckpt_latest.pkl
full | psport3aA5s1 | strat_t256 | 512 | 256 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A5s1/ckpt_latest.pkl
full | psport3aA5s1 | strat_t6 | 512 | 6 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A5s1/ckpt_latest.pkl
full | psport3aA5s1 | strat_t64 | 512 | 64 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A5s1/ckpt_latest.pkl
full | psport3aA5s1 | val_t64 | 64 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A5s1/ckpt_latest.pkl
full | psport3aA6 | full_t6 | 422786 | 6 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A6/ckpt_latest.pkl
full | psport3aA6 | full_t64 | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A6/ckpt_latest.pkl
full | psport3aA6 | full_t64_valbest | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A6/ckpt_035000.pkl
full | psport3aA6 | ret_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsport3a_A6/ckpt_latest.pkl
full | psport3aA6 | retfm_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsport3a_A6/ckpt_latest.pkl
full | psport3aA6 | strat_t256 | 512 | 256 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A6/ckpt_latest.pkl
full | psport3aA6 | strat_t6 | 512 | 6 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A6/ckpt_latest.pkl
full | psport3aA6 | strat_t64 | 512 | 64 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A6/ckpt_latest.pkl
full | psport3aA6 | val_t64 | 64 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A6/ckpt_latest.pkl
full | psport3aA6s1 | full_t6 | 422786 | 6 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A6s1/ckpt_latest.pkl
full | psport3aA6s1 | full_t64 | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A6s1/ckpt_latest.pkl
full | psport3aA6s1 | ret_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsport3a_A6s1/ckpt_latest.pkl
full | psport3aA6s1 | retfm_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsport3a_A6s1/ckpt_latest.pkl
full | psport3aA6s1 | strat_t256 | 512 | 256 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A6s1/ckpt_latest.pkl
full | psport3aA6s1 | strat_t6 | 512 | 6 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A6s1/ckpt_latest.pkl
full | psport3aA6s1 | strat_t64 | 512 | 64 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A6s1/ckpt_latest.pkl
full | psport3aA6s1 | val_t64 | 64 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A6s1/ckpt_latest.pkl
full | psport3aA7 | full_t6 | 422786 | 6 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A7/ckpt_latest.pkl
full | psport3aA7 | full_t64 | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A7/ckpt_latest.pkl
full | psport3aA7 | full_t64_valbest | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A7/ckpt_035000.pkl
full | psport3aA7 | ret_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsport3a_A7/ckpt_latest.pkl
full | psport3aA7 | retfm_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsport3a_A7/ckpt_latest.pkl
full | psport3aA7 | strat_t256 | 512 | 256 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A7/ckpt_latest.pkl
full | psport3aA7 | strat_t6 | 512 | 6 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A7/ckpt_latest.pkl
full | psport3aA7 | strat_t64 | 512 | 64 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A7/ckpt_latest.pkl
full | psport3aA7 | val_t64 | 64 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A7/ckpt_latest.pkl
full | psport3aA7s1 | full_t6 | 422786 | 6 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A7s1/ckpt_latest.pkl
full | psport3aA7s1 | full_t64 | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A7s1/ckpt_latest.pkl
full | psport3aA7s1 | full_t64_valbest | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A7s1/ckpt_035000.pkl
full | psport3aA7s1 | ret_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsport3a_A7s1/ckpt_latest.pkl
full | psport3aA7s1 | retfm_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsport3a_A7s1/ckpt_latest.pkl
full | psport3aA7s1 | strat_t256 | 512 | 256 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A7s1/ckpt_latest.pkl
full | psport3aA7s1 | strat_t6 | 512 | 6 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A7s1/ckpt_latest.pkl
full | psport3aA7s1 | strat_t64 | 512 | 64 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A7s1/ckpt_latest.pkl
full | psport3aA7s1 | val_t64 | 64 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A7s1/ckpt_latest.pkl
full | psport3aA8 | full_t6 | 422786 | 6 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A8/ckpt_latest.pkl
full | psport3aA8 | full_t64 | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A8/ckpt_latest.pkl
full | psport3aA8 | full_t64_valbest | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A8/ckpt_020000.pkl
full | psport3aA8 | ret_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsport3a_A8/ckpt_latest.pkl
full | psport3aA8 | retfm_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsport3a_A8/ckpt_latest.pkl
full | psport3aA8 | strat_t256 | 512 | 256 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A8/ckpt_latest.pkl
full | psport3aA8 | strat_t6 | 512 | 6 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A8/ckpt_latest.pkl
full | psport3aA8 | strat_t64 | 512 | 64 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A8/ckpt_latest.pkl
full | psport3aA8 | val_t64 | 64 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A8/ckpt_latest.pkl
full | psport3aA9 | full_t6 | 422786 | 6 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A9/ckpt_latest.pkl
full | psport3aA9 | full_t64 | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A9/ckpt_latest.pkl
full | psport3aA9 | full_t64_valbest | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A9/ckpt_015000.pkl
full | psport3aA9 | ret_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsport3a_A9/ckpt_latest.pkl
full | psport3aA9 | retfm_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsport3a_A9/ckpt_latest.pkl
full | psport3aA9 | strat_t256 | 512 | 256 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A9/ckpt_latest.pkl
full | psport3aA9 | strat_t6 | 512 | 6 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A9/ckpt_latest.pkl
full | psport3aA9 | strat_t64 | 512 | 64 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A9/ckpt_latest.pkl
full | psport3aA9 | val_t64 | 64 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A9/ckpt_latest.pkl
full | psport3aA9s1 | full_t6 | 422786 | 6 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A9s1/ckpt_latest.pkl
full | psport3aA9s1 | full_t64 | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A9s1/ckpt_latest.pkl
full | psport3aA9s1 | full_t64_valbest | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A9s1/ckpt_030000.pkl
full | psport3aA9s1 | ret_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsport3a_A9s1/ckpt_latest.pkl
full | psport3aA9s1 | retfm_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsport3a_A9s1/ckpt_latest.pkl
full | psport3aA9s1 | strat_t256 | 512 | 256 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A9s1/ckpt_latest.pkl
full | psport3aA9s1 | strat_t6 | 512 | 6 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A9s1/ckpt_latest.pkl
full | psport3aA9s1 | strat_t64 | 512 | 64 | 16 | 512 | rg | - | void | True | runs/pretrainsport3a_A9s1/ckpt_latest.pkl
full | psport3aA9s1 | val_t64 | 64 | 64 | 0 | - | rg | - | void | True | runs/pretrainsport3a_A9s1/ckpt_latest.pkl
full | psportBB1 | full_t6 | 422786 | 6 | 0 | - | rg | - | void | True | runs/pretrainsportB_B1/ckpt_latest.pkl
full | psportBB1 | full_t64 | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportB_B1/ckpt_latest.pkl
full | psportBB1 | full_t64_valbest | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportB_B1/ckpt_045000.pkl
full | psportBB1 | ret_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsportB_B1/ckpt_latest.pkl
full | psportBB1 | retfm_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsportB_B1/ckpt_latest.pkl
full | psportBB1 | strat_t256 | 512 | 256 | 16 | 512 | rg | - | void | True | runs/pretrainsportB_B1/ckpt_latest.pkl
full | psportBB1 | strat_t6 | 512 | 6 | 16 | 512 | rg | - | void | True | runs/pretrainsportB_B1/ckpt_latest.pkl
full | psportBB1 | strat_t64 | 512 | 64 | 16 | 512 | rg | - | void | True | runs/pretrainsportB_B1/ckpt_latest.pkl
full | psportBB1 | val_t64 | 64 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportB_B1/ckpt_latest.pkl
full | psportBB2 | full_t6 | 422786 | 6 | 0 | - | rg | - | void | True | runs/pretrainsportB_B2/ckpt_latest.pkl
full | psportBB2 | full_t64 | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportB_B2/ckpt_latest.pkl
full | psportBB2 | ret_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsportB_B2/ckpt_latest.pkl
full | psportBB2 | retfm_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsportB_B2/ckpt_latest.pkl
full | psportBB2 | strat_t256 | 512 | 256 | 16 | 512 | rg | - | void | True | runs/pretrainsportB_B2/ckpt_latest.pkl
full | psportBB2 | strat_t6 | 512 | 6 | 16 | 512 | rg | - | void | True | runs/pretrainsportB_B2/ckpt_latest.pkl
full | psportBB2 | strat_t64 | 512 | 64 | 16 | 512 | rg | - | void | True | runs/pretrainsportB_B2/ckpt_latest.pkl
full | psportBB2 | val_t64 | 64 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportB_B2/ckpt_latest.pkl
full | psportBB3 | full_t6 | 422786 | 6 | 0 | - | rg | - | void | True | runs/pretrainsportB_B3/ckpt_latest.pkl
full | psportBB3 | full_t64 | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportB_B3/ckpt_latest.pkl
full | psportBB3 | ret_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsportB_B3/ckpt_latest.pkl
full | psportBB3 | retfm_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsportB_B3/ckpt_latest.pkl
full | psportBB3 | strat_t256 | 512 | 256 | 16 | 512 | rg | - | void | True | runs/pretrainsportB_B3/ckpt_latest.pkl
full | psportBB3 | strat_t6 | 512 | 6 | 16 | 512 | rg | - | void | True | runs/pretrainsportB_B3/ckpt_latest.pkl
full | psportBB3 | strat_t64 | 512 | 64 | 16 | 512 | rg | - | void | True | runs/pretrainsportB_B3/ckpt_latest.pkl
full | psportBB3 | val_t64 | 64 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportB_B3/ckpt_latest.pkl
full | psportBB4 | full_t6 | 422786 | 6 | 0 | - | rg | - | void | True | runs/pretrainsportB_B4/ckpt_latest.pkl
full | psportBB4 | full_t64 | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportB_B4/ckpt_latest.pkl
full | psportBB4 | full_t64_valbest | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportB_B4/ckpt_005000.pkl
full | psportBB4 | ret_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsportB_B4/ckpt_latest.pkl
full | psportBB4 | retfm_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsportB_B4/ckpt_latest.pkl
full | psportBB4 | strat_t256 | 512 | 256 | 16 | 512 | rg | - | void | True | runs/pretrainsportB_B4/ckpt_latest.pkl
full | psportBB4 | strat_t6 | 512 | 6 | 16 | 512 | rg | - | void | True | runs/pretrainsportB_B4/ckpt_latest.pkl
full | psportBB4 | strat_t64 | 512 | 64 | 16 | 512 | rg | - | void | True | runs/pretrainsportB_B4/ckpt_latest.pkl
full | psportBB4 | val_t64 | 64 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportB_B4/ckpt_latest.pkl
full | psportBB4s1 | full_t64 | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportB_B4s1/ckpt_latest.pkl
full | psportBB4s1 | ret_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsportB_B4s1/ckpt_latest.pkl
full | psportBB4s1 | retfm_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsportB_B4s1/ckpt_latest.pkl
full | psportBB4s1 | strat_t256 | 512 | 256 | 16 | 512 | rg | - | void | True | runs/pretrainsportB_B4s1/ckpt_latest.pkl
full | psportBB4s1 | strat_t6 | 512 | 6 | 16 | 512 | rg | - | void | True | runs/pretrainsportB_B4s1/ckpt_latest.pkl
full | psportBB4s1 | strat_t64 | 512 | 64 | 16 | 512 | rg | - | void | True | runs/pretrainsportB_B4s1/ckpt_latest.pkl
full | psportBB4s1 | val_t64 | 64 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportB_B4s1/ckpt_latest.pkl
full | psportBB5 | full_t64 | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportB_B5/ckpt_latest.pkl
